n,k,comparisons,swaps
14800,1,46442,32995
14800,1,46605,33149
14800,1,46744,33258
14800,1,46544,33184
14800,1,46551,33139
14800,1,46929,33488
14800,1,46474,33043
14800,1,47016,33631
14800,1,47080,33541
14800,1,46650,33214
14800,1,46472,33000
14800,1,46817,33464
14800,7400,47427,34076
14800,7400,47391,33892
14800,7400,47014,33552
14800,7400,47451,33927
14800,7400,46785,33445
14800,7400,47270,33990
14800,7400,48514,34620
14800,7400,47058,33639
14800,7400,46988,33672
14800,7400,48327,34462
14800,7400,47881,34391
14800,7400,46325,33154
14800,7400,47237,33830
14800,7400,47447,34029
14800,7400,48048,34442
14800,7400,48212,34631
14800,7400,47228,33850
14800,7400,47629,34252
14800,7400,48041,34470
14800,7400,47674,34260
14800,7400,47092,33775
14800,7400,46988,33621
14800,7400,47913,34287
14800,7400,47331,33911
14800,7400,47720,34170
14800,7400,47603,34118
14800,7400,47166,33925
14800,7400,46934,33620
14800,7400,48109,34355
14800,7400,47264,33836
14800,7400,48422,34721
14800,7400,47183,33813
14800,7400,23982,17121
14800,7400,46675,33569
14800,7400,45998,32887
14800,7400,48334,34524
14800,7400,46968,33573
14800,7400,46322,33035
14800,7400,47264,33964
14800,7400,47831,34197
14800,7400,47785,34280
14800,7400,47349,33951
14800,7400,46884,33675
14800,7400,47252,33919
14800,7400,47399,33991
14800,7400,42409,30230
14800,7400,47992,34216
14800,7400,44885,32028
14800,7400,47152,33684
14800,7400,46592,33379
14800,14800,47319,34122
14800,14800,47170,33990
14800,14800,46918,33772
14800,14800,47019,33875
14800,14800,47446,34269
14800,14800,46934,33776
14800,14800,47527,34235
14800,14800,46576,33490
14800,14800,46813,33721
14800,14800,47688,34337
14800,14800,46964,33828
14800,14800,46922,33871
14800,14800,46821,33608
14800,14800,46810,33681
14800,14800,47484,34257
14800,14800,47509,34263
14800,14800,47107,33854
14800,14800,47396,33997
14800,14800,47384,34086
14800,14800,47427,34107
14800,14800,47178,34119
14800,14800,47159,33781
14800,14800,47379,33972
14800,14800,47305,34042
14800,14800,47075,33980
14800,14800,46757,33736
14800,14800,46469,33355
14800,14800,46681,33541
14800,14800,47574,34277
14800,14800,46411,33377
14800,14800,47457,34194
14800,14800,47699,34324
14800,14800,47308,34024
14800,14800,47030,33966
14800,14800,47032,33906
14800,14800,47345,34059
14800,14800,47527,34234
14800,14800,47292,34082
14800,14800,47271,34055
14800,14800,47402,34164
14800,14800,46468,33473
14800,14800,47253,34118
14800,14800,47189,34019
14800,14800,47536,34232
14800,14800,47393,34149
14800,14800,47462,34097
14800,14800,47404,34135
14800,14800,47186,34007
14800,14800,47167,34028
14800,14800,46854,33752
14900,1,46799,33152
14900,1,47415,33985
14900,1,47327,33772
14900,1,46850,33384
14900,1,47269,33698
14900,1,46106,32681
14900,1,47094,33617
14900,1,46854,33381
14900,1,46737,33337
14900,1,46963,33405
14900,1,47272,33817
14900,1,47349,33883
14900,1,46731,33269
14900,1,47103,33572
14900,1,46572,33126
14900,1,47328,33788
14900,1,47324,33836
14900,1,46320,32959
14900,1,47504,34069
14900,1,46921,33417
14900,1,46776,33257
14900,1,46808,33208
14900,1,46914,33374
14900,1,46504,32938
14900,1,46898,33346
14900,1,47349,33817
14900,1,47477,34029
14900,1,46708,33224
14900,1,47156,33671
14900,1,46853,33352
14900,1,46672,33269
14900,1,47216,33653
14900,1,47105,33633
14900,1,47180,33656
14900,1,46678,33179
14900,1,47146,33594
14900,1,46779,33220
14900,1,47039,33592
14900,1,46361,32862
14900,1,47055,33600
14900,1,47164,33674
14900,1,46687,33149
14900,1,46455,32832
14900,1,47128,33542
14900,1,46551,33007
14900,1,47418,33781
14900,1,46889,33427
14900,1,47061,33466
14900,1,46963,33345
14900,1,47444,33991
14900,7450,47647,34292
14900,7450,47445,33948
14900,7450,44796,31985
14900,7450,47669,34039
14900,7450,48484,34635
14900,7450,47267,33846
14900,7450,47121,33702
14900,7450,47521,34044
14900,7450,47431,33968
14900,7450,47940,34420
14900,7450,47902,34385
14900,7450,47808,34202
14900,7450,47140,33684
14900,7450,47189,33631
14900,7450,46564,33369
14900,7450,48534,34710
14900,7450,47295,33940
14900,7450,47349,33865
14900,7450,47340,33942
14900,7450,48548,34814
14900,7450,48549,34809
14900,7450,46612,33202
14900,7450,46803,33544
14900,7450,46599,33311
14900,7450,47064,33720
14900,7450,48386,34724
14900,7450,24104,17147
14900,7450,47882,34425
14900,7450,48338,34596
14900,7450,47569,34112
14900,7450,48229,34707
14900,7450,48651,34743
14900,7450,47463,34055
14900,7450,47584,34114
14900,7450,47531,34189
14900,7450,47350,33908
14900,7450,47788,34388
14900,7450,47028,33595
14900,7450,46763,33513
14900,7450,47009,33633
14900,7450,49029,34975
14900,7450,47433,34067
14900,7450,48196,34257
14900,7450,48900,35128
14900,7450,48682,34773
14900,7450,48405,34533
14900,7450,48418,34756
14900,7450,48088,34525
14900,7450,47148,33797
14900,7450,47626,34153
14900,14900,47891,34590
14900,14900,47914,34519
14900,14900,48073,34577
14900,14900,47779,34551
14900,14900,46956,33713
14900,14900,47665,34346
14900,14900,47714,34364
14900,14900,47541,34332
14900,14900,47572,34420
14900,14900,47459,34252
14900,14900,47009,33745
14900,14900,47308,33998
14900,14900,46535,33289
14900,14900,47476,34149
14900,14900,47575,34125
14900,14900,43278,31111
14900,14900,47840,34478
14900,14900,47160,33837
14900,14900,46579,33362
14900,14900,47678,34166
14900,14900,47275,34028
14900,14900,47240,34107
14900,14900,47584,34405
14900,14900,47791,34490
14900,14900,48027,34600
14900,14900,47096,33880
14900,14900,47650,34364
14900,14900,47718,34329
14900,14900,47374,34071
14900,14900,46925,33722
14900,14900,47374,34196
14900,14900,47618,34513
14900,14900,47536,34368
14900,14900,47015,33860
14900,14900,47541,34329
14900,14900,47512,34127
14900,14900,47582,34380
14900,14900,47699,34290
14900,14900,47911,34575
14900,14900,46896,33662
14900,14900,48293,34733
14900,14900,46859,33832
14900,14900,46432,33352
14900,14900,45817,33026
14900,14900,47090,33805
14900,14900,48045,34599
14900,14900,48374,34848
14900,14900,46897,33816
14900,14900,47211,33982
14900,14900,46619,33579
15000,1,47516,33897
15000,1,47098,33468
15000,1,47130,33577
15000,1,46917,33313
15000,1,47250,33689
15000,1,47510,33927
15000,1,47325,33681
15000,1,47358,33738
15000,1,47095,33451
15000,1,47430,33708
15000,1,47395,33753
15000,1,46585,33108
15000,1,47264,33720
15000,1,47830,34189
15000,1,47736,34180
15000,1,47465,33729
15000,1,47473,33848
15000,1,47318,33554
15000,1,47260,33604
15000,1,47214,33586
15000,1,46757,33186
15000,1,46738,33165
15000,1,46899,33355
15000,1,47488,33860
15000,1,47212,33552
15000,1,46077,32548
15000,1,47116,33485
15000,1,47155,33565
15000,1,47143,33454
15000,1,47224,33642
15000,1,47362,33713
15000,1,47380,33623
15000,1,47507,33931
15000,1,46969,33402
15000,1,46725,33334
15000,1,47607,33958
15000,1,47450,33828
15000,1,47252,33688
15000,1,47066,33376
15000,1,46984,33274
15000,1,47011,33404
15000,1,47293,33646
15000,1,47172,33497
15000,1,47112,33404
15000,1,47841,34146
15000,1,47393,33804
15000,1,47291,33790
15000,1,47683,34056
15000,1,47460,33876
15000,1,42907,30496
15000,7500,47106,33666
15000,7500,47119,33553
15000,7500,47133,33683
15000,7500,48521,34719
15000,7500,47458,33996
15000,7500,47979,34409
15000,7500,47992,34510
15000,7500,47624,34036
15000,7500,48252,34469
15000,7500,48793,34866
15000,7500,47872,34177
15000,7500,47572,34054
15000,7500,47940,34396
15000,7500,47952,34457
15000,7500,48464,34682
15000,7500,47811,34306
15000,7500,47951,34354
15000,7500,48720,34824
15000,7500,48648,34579
15000,7500,47678,34016
15000,7500,46459,33220
15000,7500,48857,35015
15000,7500,46471,33257
15000,7500,43165,30575
15000,7500,49079,35133
15000,7500,48513,34655
15000,7500,48015,34380
15000,7500,47895,34441
15000,7500,47829,34294
15000,7500,49013,35030
15000,7500,47977,34495
15000,7500,48209,34560
15000,7500,47315,33947
15000,7500,49037,35104
15000,7500,49100,35123
15000,7500,47475,33943
15000,7500,48047,34231
15000,7500,48498,34751
15000,7500,48854,35053
15000,7500,48549,34857
15000,7500,48843,35023
15000,7500,47746,34118
15000,7500,46604,33268
15000,7500,48341,34764
15000,7500,49265,35139
15000,7500,47562,34123
15000,7500,48921,35054
15000,7500,47574,34059
15000,7500,47070,33669
15000,7500,47685,33940
15000,15000,47768,34309
15000,15000,47623,34333
15000,15000,48066,34657
15000,15000,48678,34988
15000,15000,47725,34370
15000,15000,46446,33344
15000,15000,48431,34778
15000,15000,47949,34502
15000,15000,47459,34223
15000,15000,48122,34745
15000,15000,47725,34327
15000,15000,47941,34511
15000,15000,43203,30939
15000,15000,48093,34644
15000,15000,47792,34489
15000,15000,47443,34160
15000,15000,47865,34399
15000,15000,47893,34373
15000,15000,48350,34887
15000,15000,47873,34482
15000,15000,47945,34503
15000,15000,47830,34311
15000,15000,47104,33922
15000,15000,48176,34769
15000,15000,47771,34466
15000,15000,48277,34774
15000,15000,48225,34615
15000,15000,48222,34872
15000,15000,47842,34503
15000,15000,47734,34434
15000,15000,47942,34543
15000,15000,48127,34764
15000,15000,45809,32954
15000,15000,42509,30413
15000,15000,47458,34086
15000,15000,47607,34186
15000,15000,47843,34438
15000,15000,47590,34164
15000,15000,48060,34657
15000,15000,47001,33823
15000,15000,48397,34895
15000,15000,46905,33810
15000,15000,47594,34340
15000,15000,47921,34630
15000,15000,48368,34799
15000,15000,48108,34550
15000,15000,45256,32691
15000,15000,47267,34013
15000,15000,48077,34700
15000,15000,48331,34892
15100,1,47588,33850
15100,1,47698,34044
15100,1,46602,33020
15100,1,47532,33748
15100,1,48227,34548
15100,1,47986,34318
15100,1,47920,34167
15100,1,47761,34121
15100,1,46964,33312
15100,1,46960,33289
15100,1,46636,32973
15100,1,46503,33045
15100,1,47400,33730
15100,1,47700,33889
15100,1,47790,34135
15100,1,47214,33517
15100,1,47728,34009
15100,1,47084,33494
15100,1,47377,33671
15100,1,47718,33950
15100,1,47703,33934
15100,1,47842,34038
15100,1,47655,34003
15100,1,47426,33730
15100,1,47368,33664
15100,1,47375,33635
15100,1,47580,33951
15100,1,47567,33970
15100,1,47939,34251
15100,1,47003,33399
15100,1,47550,33837
15100,1,46785,33239
15100,1,47356,33619
15100,1,47765,34160
15100,1,47975,34220
15100,1,46906,33238
15100,1,47671,33876
15100,1,47991,34305
15100,1,47661,34025
15100,1,47415,33680
15100,1,47511,33860
15100,1,48055,34330
15100,1,47719,34063
15100,1,47572,33800
15100,1,47552,33786
15100,1,46453,32927
15100,1,47627,33866
15100,1,47980,34158
15100,1,47971,34302
15100,1,47463,33733
15100,7550,49072,35272
15100,7550,47620,33972
15100,7550,47989,34417
15100,7550,47237,33835
15100,7550,47938,34315
15100,7550,47925,34319
15100,7550,48905,35005
15100,7550,49377,35374
15100,7550,48261,34724
15100,7550,47689,34155
15100,7550,47880,34260
15100,7550,48963,35058
15100,7550,48298,34602
15100,7550,48780,34930
15100,7550,48706,34996
15100,7550,49707,35624
15100,7550,43259,30824
15100,7550,49323,35148
15100,7550,47895,34230
15100,7550,24511,17471
15100,7550,48996,35151
15100,7550,49453,35371
15100,7550,48373,34645
15100,7550,49041,35337
15100,7550,48057,34457
15100,7550,48906,35037
15100,7550,47991,34351
15100,7550,48361,34828
15100,7550,48796,35036
15100,7550,47974,34354
15100,7550,49322,35342
15100,7550,49026,35038
15100,7550,47682,34171
15100,7550,47789,34191
15100,7550,48205,34441
15100,7550,49573,35488
15100,7550,49014,35285
15100,7550,48021,34382
15100,7550,48168,34573
15100,7550,48324,34496
15100,7550,48606,34769
15100,7550,48292,34561
15100,7550,48308,34747
15100,7550,48944,34943
15100,7550,48405,34738
15100,7550,49007,35012
15100,7550,48991,34975
15100,7550,48044,34585
15100,7550,49164,35247
15100,7550,47634,34083
15100,15100,48367,34982
15100,15100,47732,34486
15100,15100,48457,34779
15100,15100,48149,34651
15100,15100,47379,34099
15100,15100,48083,34544
15100,15100,47724,34408
15100,15100,44140,31613
15100,15100,48089,34558
15100,15100,48028,34568
15100,15100,47862,34598
15100,15100,48288,34947
15100,15100,48064,34600
15100,15100,48033,34597
15100,15100,48032,34673
15100,15100,48206,34832
15100,15100,48218,34820
15100,15100,48300,34784
15100,15100,47458,34225
15100,15100,48519,34961
15100,15100,46812,33650
15100,15100,48301,34856
15100,15100,48718,35071
15100,15100,48041,34646
15100,15100,48025,34581
15100,15100,49045,35375
15100,15100,48215,34784
15100,15100,47952,34437
15100,15100,46716,33531
15100,15100,47585,34115
15100,15100,48493,34898
15100,15100,48182,34607
15100,15100,48416,34828
15100,15100,48368,34806
15100,15100,48229,34626
15100,15100,47976,34703
15100,15100,48364,34791
15100,15100,48365,34810
15100,15100,46069,33081
15100,15100,48295,34666
15100,15100,48162,34686
15100,15100,48670,35156
15100,15100,48134,34765
15100,15100,48463,34858
15100,15100,48235,34745
15100,15100,47896,34618
15100,15100,47661,34179
15100,15100,48508,34981
15100,15100,47989,34740
15100,15100,48905,35241
15200,1,47811,33974
15200,1,47497,33607
15200,1,47975,34253
15200,1,47786,33993
15200,1,48298,34547
15200,1,48149,34339
15200,1,47699,33912
15200,1,47495,33706
15200,1,47973,34242
15200,1,47966,34065
15200,1,46765,33104
15200,1,48139,34244
15200,1,48123,34308
15200,1,47865,34030
15200,1,48004,34052
15200,1,48051,34299
15200,1,48099,34293
15200,1,48048,34329
15200,1,48129,34415
15200,1,48171,34338
15200,1,48360,34550
15200,1,48123,34340
15200,1,47613,33811
15200,1,48002,34178
15200,1,47622,33882
15200,1,48203,34446
15200,1,47831,34059
15200,1,47456,33830
15200,1,47910,34117
15200,1,47559,33717
15200,1,48154,34356
15200,1,47927,34180
15200,1,47429,33688
15200,1,47465,33701
15200,1,47882,34092
15200,1,47795,34066
15200,1,48224,34370
15200,1,48031,34105
15200,1,48393,34499
15200,1,47550,33873
15200,1,47896,34103
15200,1,47881,34007
15200,1,47831,34048
15200,1,47702,33862
15200,1,48062,34178
15200,1,47854,34060
15200,1,48235,34475
15200,1,48005,34204
15200,1,47925,34086
15200,1,48016,34199
15200,7600,48124,34423
15200,7600,48285,34612
15200,7600,48149,34431
15200,7600,48118,34370
15200,7600,48464,34610
15200,7600,49415,35504
15200,7600,48526,34726
15200,7600,48329,34616
15200,7600,48516,34733
15200,7600,48466,34688
15200,7600,49606,35469
15200,7600,48510,34854
15200,7600,48193,34491
15200,7600,49002,35097
15200,7600,24802,17670
15200,7600,49444,35243
15200,7600,48862,34901
15200,7600,48820,34970
15200,7600,49445,35488
15200,7600,48172,34326
15200,7600,48112,34327
15200,7600,48317,34692
15200,7600,48637,34907
15200,7600,48977,35114
15200,7600,49094,35187
15200,7600,48704,34827
15200,7600,49420,35338
15200,7600,48458,34636
15200,7600,48665,34788
15200,7600,49624,35602
15200,7600,49252,35197
15200,7600,48661,34935
15200,7600,49560,35610
15200,7600,50067,35746
15200,7600,48091,34497
15200,7600,48704,35047
15200,7600,48250,34581
15200,7600,49289,35176
15200,7600,48538,34731
15200,7600,48992,35108
15200,7600,49696,35486
15200,7600,48472,34724
15200,7600,48133,34445
15200,7600,49133,35347
15200,7600,49284,35499
15200,7600,49069,35069
15200,7600,48569,34814
15200,7600,49474,35400
15200,7600,48642,34915
15200,7600,48300,34472
15200,15200,47761,34386
15200,15200,48237,34861
15200,15200,48571,34895
15200,15200,48454,34697
15200,15200,48365,34853
15200,15200,48856,35191
15200,15200,43960,31442
15200,15200,48593,35015
15200,15200,48559,34883
15200,15200,48587,35101
15200,15200,48600,34993
15200,15200,48586,34950
15200,15200,48511,35005
15200,15200,48810,35047
15200,15200,48666,35034
15200,15200,48727,35065
15200,15200,48640,35044
15200,15200,48434,34960
15200,15200,48820,35041
15200,15200,41652,29764
15200,15200,48613,35105
15200,15200,48412,34835
15200,15200,46280,33261
15200,15200,48162,34723
15200,15200,48781,35013
15200,15200,48725,35059
15200,15200,48557,35066
15200,15200,48031,34366
15200,15200,48632,34931
15200,15200,48779,35070
15200,15200,48409,34879
15200,15200,48729,35074
15200,15200,48987,35191
15200,15200,48692,35010
15200,15200,48751,35050
15200,15200,45394,32334
15200,15200,48636,34979
15200,15200,48985,35206
15200,15200,48025,34694
15200,15200,49340,35544
15200,15200,46416,33178
15200,15200,48009,34540
15200,15200,47846,34542
15200,15200,48155,34656
15200,15200,49075,35436
15200,15200,48700,35037
15200,15200,49168,35389
15200,15200,48650,34868
15200,15200,48709,35163
15200,15200,46337,33219
15300,1,48282,34351
15300,1,48375,34529
15300,1,48132,34281
15300,1,47920,34055
15300,1,47865,33891
15300,1,47942,33993
15300,1,43642,30908
15300,1,48433,34387
15300,1,48144,34227
15300,1,48142,34299
15300,1,48437,34591
15300,1,48619,34717
15300,1,48053,34072
15300,1,48270,34366
15300,1,48109,34168
15300,1,48369,34429
15300,1,48296,34417
15300,1,48692,34815
15300,1,48650,34730
15300,1,48375,34430
15300,1,48366,34410
15300,1,48645,34693
15300,1,47765,33806
15300,1,48013,34144
15300,1,48298,34392
15300,1,48393,34530
15300,1,48252,34259
15300,1,48674,34713
15300,1,48279,34326
15300,1,48096,34220
15300,1,48271,34313
15300,1,48338,34411
15300,1,43880,31143
15300,1,48406,34502
15300,1,47729,33807
15300,1,48298,34424
15300,1,48346,34454
15300,1,48359,34481
15300,1,47902,33944
15300,1,47652,33764
15300,1,48307,34461
15300,1,48334,34348
15300,1,47935,34084
15300,1,48020,34081
15300,1,48284,34329
15300,1,48114,34362
15300,1,48404,34540
15300,1,48162,34290
15300,1,47788,33992
15300,1,48764,34776
15300,7650,47440,33975
15300,7650,49393,35546
15300,7650,49202,35435
15300,7650,48580,34714
15300,7650,49041,35045
15300,7650,48724,35008
15300,7650,48779,34791
15300,7650,50183,35885
15300,7650,50273,35876
15300,7650,48799,34898
15300,7650,49659,35483
15300,7650,49969,35651
15300,7650,48540,34771
15300,7650,48777,34757
15300,7650,49974,35744
15300,7650,46704,33424
15300,7650,46612,33288
15300,7650,48934,34875
15300,7650,49618,35545
15300,7650,48829,34803
15300,7650,49714,35536
15300,7650,48539,34872
15300,7650,50093,35806
15300,7650,50040,35859
15300,7650,50294,35966
15300,7650,49709,35557
15300,7650,48927,35071
15300,7650,48190,34474
15300,7650,24432,17376
15300,7650,49762,35509
15300,7650,46184,32968
15300,7650,45306,32428
15300,7650,49108,35063
15300,7650,47619,34030
15300,7650,49098,35115
15300,7650,50204,35804
15300,7650,49831,35632
15300,7650,49016,35125
15300,7650,49059,35196
15300,7650,49041,35174
15300,7650,50025,35583
15300,7650,48905,35138
15300,7650,48804,35016
15300,7650,48917,35009
15300,7650,48532,34614
15300,7650,48360,34579
15300,7650,47485,33912
15300,7650,49749,35504
15300,7650,49666,35595
15300,7650,48163,34487
15300,15300,48996,35149
15300,15300,47984,34388
15300,15300,49012,35297
15300,15300,48871,35269
15300,15300,48914,35277
15300,15300,49227,35423
15300,15300,48971,35284
15300,15300,49044,35179
15300,15300,48813,35235
15300,15300,48176,34558
15300,15300,49318,35513
15300,15300,47555,34006
15300,15300,49088,35470
15300,15300,49006,35288
15300,15300,49123,35502
15300,15300,48312,34891
15300,15300,48524,34847
15300,15300,49251,35473
15300,15300,48893,35224
15300,15300,48071,34640
15300,15300,48214,34737
15300,15300,48901,35054
15300,15300,48672,35059
15300,15300,48321,34769
15300,15300,49242,35400
15300,15300,49099,35221
15300,15300,48858,35127
15300,15300,49142,35382
15300,15300,48913,35268
15300,15300,48840,35234
15300,15300,49110,35367
15300,15300,48967,35156
15300,15300,48309,34897
15300,15300,48963,35223
15300,15300,48364,34787
15300,15300,48515,34776
15300,15300,47409,33918
15300,15300,48920,35242
15300,15300,48999,35268
15300,15300,49095,35400
15300,15300,48266,34771
15300,15300,49210,35425
15300,15300,49252,35477
15300,15300,47793,34393
15300,15300,47987,34604
15300,15300,48813,35176
15300,15300,48018,34445
15300,15300,48193,34889
15300,15300,48893,35193
15300,15300,48624,34978
15400,1,48427,34487
15400,1,48654,34500
15400,1,48588,34460
15400,1,48415,34334
15400,1,48968,35000
15400,1,48956,34995
15400,1,48838,34742
15400,1,48728,34827
15400,1,48574,34552
15400,1,48650,34639
15400,1,48638,34793
15400,1,47553,33815
15400,1,48850,34935
15400,1,48711,34730
15400,1,48708,34629
15400,1,48908,34863
15400,1,48279,34275
15400,1,48953,34852
15400,1,48690,34744
15400,1,48322,34369
15400,1,47388,33642
15400,1,48401,34376
15400,1,47998,34019
15400,1,48337,34194
15400,1,48687,34757
15400,1,48218,34164
15400,1,48232,34306
15400,1,48056,34309
15400,1,48805,34798
15400,1,43772,30933
15400,1,48464,34413
15400,1,48907,34955
15400,1,48205,34182
15400,1,48298,34388
15400,1,48273,34301
15400,1,48015,34039
15400,1,48084,34157
15400,1,48635,34677
15400,1,48379,34388
15400,1,48325,34306
15400,1,48651,34647
15400,1,48448,34441
15400,1,48575,34669
15400,1,48819,34750
15400,1,49077,35008
15400,1,48526,34547
15400,1,48324,34485
15400,1,48378,34403
15400,1,48599,34534
15400,1,48472,34353
15400,7700,49853,35611
15400,7700,49612,35349
15400,7700,50693,36186
15400,7700,49010,35210
15400,7700,49709,35579
15400,7700,50242,35985
15400,7700,50073,35760
15400,7700,49293,35279
15400,7700,48509,34667
15400,7700,49219,35216
15400,7700,49940,35737
15400,7700,49136,35228
15400,7700,49023,35121
15400,7700,49131,35276
15400,7700,49572,35510
15400,7700,49742,35703
15400,7700,50612,36125
15400,7700,42035,29832
15400,7700,49152,35287
15400,7700,48772,35008
15400,7700,49361,35334
15400,7700,49958,35777
15400,7700,50018,35748
15400,7700,49309,35283
15400,7700,50286,36142
15400,7700,49126,35131
15400,7700,49803,35750
15400,7700,50408,35898
15400,7700,49431,35426
15400,7700,48036,34328
15400,7700,50341,35873
15400,7700,49249,35099
15400,7700,50163,35799
15400,7700,49030,35116
15400,7700,50177,35911
15400,7700,49982,35745
15400,7700,50840,36251
15400,7700,49468,35552
15400,7700,49990,35669
15400,7700,48997,34998
15400,7700,48883,35064
15400,7700,49742,35605
15400,7700,50561,35974
15400,7700,49033,35177
15400,7700,49930,35561
15400,7700,48801,34890
15400,7700,49007,35214
15400,7700,49178,35232
15400,7700,49412,35134
15400,7700,49794,35647
15400,15400,49384,35616
15400,15400,49187,35433
15400,15400,47970,34548
15400,15400,49642,35749
15400,15400,49489,35706
15400,15400,48594,35042
15400,15400,48836,35263
15400,15400,48687,35141
15400,15400,47269,33793
15400,15400,48824,35209
15400,15400,48887,35203
15400,15400,49140,35453
15400,15400,49070,35305
15400,15400,48958,35174
15400,15400,49139,35462
15400,15400,49613,35738
15400,15400,49254,35531
15400,15400,49188,35369
15400,15400,49424,35594
15400,15400,49325,35593
15400,15400,49283,35519
15400,15400,48947,35438
15400,15400,48153,34595
15400,15400,49231,35433
15400,15400,49524,35655
15400,15400,44487,32055
15400,15400,49586,35702
15400,15400,49328,35456
15400,15400,49440,35599
15400,15400,49190,35357
15400,15400,48968,35260
15400,15400,49133,35463
15400,15400,49110,35275
15400,15400,46590,33518
15400,15400,49372,35631
15400,15400,48545,34930
15400,15400,49522,35588
15400,15400,48854,35197
15400,15400,48785,35058
15400,15400,49740,35863
15400,15400,48164,34624
15400,15400,49332,35512
15400,15400,49268,35550
15400,15400,49280,35495
15400,15400,48611,35076
15400,15400,48723,35002
15400,15400,48656,34976
15400,15400,49416,35531
15400,15400,49161,35376
15400,15400,49313,35428
15500,1,48950,34846
15500,1,49079,34850
15500,1,48702,34507
15500,1,48882,34843
15500,1,48791,34647
15500,1,48460,34356
15500,1,48701,34557
15500,1,49059,34954
15500,1,48059,34065
15500,1,48913,34762
15500,1,48932,34706
15500,1,49113,34990
15500,1,48761,34637
15500,1,49161,35057
15500,1,48918,34805
15500,1,49261,35085
15500,1,48806,34781
15500,1,49247,35131
15500,1,49160,35049
15500,1,48941,34813
15500,1,48819,34822
15500,1,48919,34812
15500,1,49124,34981
15500,1,48583,34437
15500,1,49053,34983
15500,1,47883,33911
15500,1,44332,31502
15500,1,49021,34921
15500,1,49127,35031
15500,1,48265,34364
15500,1,49038,35056
15500,1,49170,35054
15500,1,49250,35086
15500,1,48999,34943
15500,1,48790,34686
15500,1,48998,34867
15500,1,49192,35142
15500,1,47953,33972
15500,1,49291,35169
15500,1,48626,34488
15500,1,49131,34928
15500,1,48597,34423
15500,1,48480,34360
15500,1,48427,34337
15500,1,48906,34766
15500,1,48907,34817
15500,1,47954,33890
15500,1,49008,34887
15500,1,48721,34614
15500,1,49086,34977
15500,7750,50589,36234
15500,7750,50022,35830
15500,7750,49082,35039
15500,7750,50222,35870
15500,7750,49326,35306
15500,7750,49191,35325
15500,7750,49157,35134
15500,7750,50527,36121
15500,7750,50039,35973
15500,7750,50454,36211
15500,7750,50057,35588
15500,7750,50634,36264
15500,7750,49272,35308
15500,7750,50410,36131
15500,7750,50333,35975
15500,7750,50005,35796
15500,7750,48950,34977
15500,7750,49454,35441
15500,7750,50637,36210
15500,7750,49265,35220
15500,7750,50324,35903
15500,7750,50242,35906
15500,7750,49612,35467
15500,7750,50773,36179
15500,7750,50959,36520
15500,7750,49591,35445
15500,7750,50071,35788
15500,7750,49754,35648
15500,7750,50050,35794
15500,7750,50140,35891
15500,7750,50191,35761
15500,7750,51070,36496
15500,7750,48875,34941
15500,7750,49399,35341
15500,7750,49235,35243
15500,7750,49847,35613
15500,7750,50567,36198
15500,7750,49130,35031
15500,7750,50760,36332
15500,7750,49293,35214
15500,7750,48718,34790
15500,7750,50583,36348
15500,7750,48580,34650
15500,7750,50330,36082
15500,7750,49634,35638
15500,7750,49118,35114
15500,7750,50552,36285
15500,7750,49816,35669
15500,7750,48683,34907
15500,7750,50634,36025
15500,15500,50001,35925
15500,15500,49088,35269
15500,15500,49384,35448
15500,15500,49645,35687
15500,15500,49470,35615
15500,15500,49590,35683
15500,15500,48964,35229
15500,15500,45063,32273
15500,15500,49813,35957
15500,15500,49059,35301
15500,15500,49542,35742
15500,15500,50001,35810
15500,15500,49681,35821
15500,15500,48612,34940
15500,15500,49267,35540
15500,15500,50163,36068
15500,15500,49058,35315
15500,15500,49794,35836
15500,15500,49405,35689
15500,15500,49623,35760
15500,15500,48523,34982
15500,15500,49251,35412
15500,15500,48352,34683
15500,15500,49296,35527
15500,15500,49543,35657
15500,15500,49271,35593
15500,15500,49539,35642
15500,15500,49034,35193
15500,15500,49011,35479
15500,15500,48957,35308
15500,15500,49067,35312
15500,15500,49204,35467
15500,15500,48364,34852
15500,15500,49266,35347
15500,15500,49471,35583
15500,15500,49162,35384
15500,15500,49977,35986
15500,15500,49264,35474
15500,15500,49734,35811
15500,15500,49314,35524
15500,15500,49314,35591
15500,15500,49966,35821
15500,15500,48355,34708
15500,15500,48411,34971
15500,15500,49251,35265
15500,15500,50126,36017
15500,15500,49656,35830
15500,15500,49109,35347
15500,15500,48406,34766
15500,15500,49601,35855
15600,1,48901,34772
15600,1,49060,34915
15600,1,49263,35052
15600,1,49610,35288
15600,1,49417,35183
15600,1,48878,34735
15600,1,49341,35111
15600,1,49408,35037
15600,1,48996,34756
15600,1,49314,35077
15600,1,48804,34756
15600,1,49273,35005
15600,1,49243,35107
15600,1,49070,34978
15600,1,49370,35164
15600,1,49564,35354
15600,1,48920,34726
15600,1,49190,34901
15600,1,49056,34872
15600,1,49067,34955
15600,1,49510,35281
15600,1,49599,35425
15600,1,49140,34990
15600,1,49022,34791
15600,1,49161,34976
15600,1,49440,35250
15600,1,49364,35175
15600,1,49519,35363
15600,1,48768,34539
15600,1,49115,34878
15600,1,49171,34996
15600,1,49381,35188
15600,1,48959,34789
15600,1,49080,34820
15600,1,49535,35279
15600,1,49454,35246
