n,k,comparisons,swaps
11900,11900,31535,11909
11900,11900,22245,11909
11900,11900,15251,11909
11900,11900,13914,11909
11900,11900,13241,11911
11900,11900,17895,11904
11900,11900,17258,11908
11900,11900,21533,11910
11900,11900,13207,11906
11900,11900,36369,11918
11900,11900,13675,11910
11900,11900,21975,11911
11900,11900,27229,11909
11900,11900,14151,11908
11900,11900,16984,11908
11900,11900,24677,11913
11900,11900,25415,11912
11900,11900,14099,11911
11900,11900,28427,11908
11900,11900,13959,11911
11900,11900,18185,11905
11900,11900,17702,11904
11900,11900,13324,11906
11900,11900,23564,11906
11900,11900,16827,11905
11900,11900,16583,11906
11900,11900,23372,11910
11900,11900,25696,11908
11900,11900,39003,11909
11900,11900,24458,11911
11900,11900,16831,11911
11900,11900,35475,11914
11900,11900,27034,11912
11900,11900,22132,11911
11900,11900,12566,11903
11900,11900,22213,11908
11900,11900,15251,11913
11900,11900,23065,11908
11900,11900,21324,11906
11900,11900,24021,11910
12000,1,12926,951
12000,1,23977,12002
12000,1,13294,1316
12000,1,29259,17298
12000,1,33943,21983
12000,1,29943,17973
12000,1,26087,14117
12000,1,16469,4493
12000,1,37781,25808
12000,1,22629,10668
12000,1,26200,14240
12000,1,20605,8636
12000,1,35045,23075
12000,1,38431,26464
12000,1,13561,1582
12000,1,20118,8152
12000,1,26827,14846
12000,1,17128,5158
12000,1,26465,14505
12000,1,21975,9991
12000,1,24123,12156
12000,1,22799,10818
12000,1,19099,7114
12000,1,43195,31225
12000,1,20027,8057
12000,1,26159,14184
12000,1,18009,6033
12000,1,29517,17538
12000,1,22261,10283
12000,1,13745,1772
12000,1,36823,24857
12000,1,24471,12505
12000,1,20412,8445
12000,1,36399,24427
12000,1,27833,15864
12000,1,14845,2860
12000,1,19381,7415
12000,1,22798,10817
12000,1,20048,8073
12000,1,32167,20185
12000,1,33378,21408
12000,1,19904,7929
12000,1,13338,1366
12000,1,32142,20172
12000,1,35735,23768
12000,1,16292,4319
12000,1,25598,13625
12000,1,16620,4644
12000,1,39012,27043
12000,1,15180,3198
12000,6000,38810,19180
12000,6000,26516,14420
12000,6000,31420,8571
12000,6000,45810,36838
12000,6000,36716,15386
12000,6000,28940,12799
12000,6000,43920,13095
12000,6000,42699,19332
12000,6000,35867,8607
12000,6000,24384,15401
12000,6000,32493,19166
12000,6000,20090,12526
12000,6000,36258,17385
12000,6000,28554,13436
12000,6000,52285,18688
12000,6000,38558,24430
12000,6000,37891,19902
12000,6000,50862,15465
12000,6000,34955,18544
12000,6000,48106,23928
12000,6000,52150,18962
12000,6000,61600,39994
12000,6000,40656,23056
12000,6000,28491,13452
12000,6000,35435,18398
12000,6000,34157,18464
12000,6000,23978,10058
12000,6000,30321,20450
12000,6000,30313,15247
12000,6000,31048,12457
12000,6000,38001,11804
12000,6000,22237,13396
12000,6000,37278,14036
12000,6000,45848,23933
12000,6000,39581,10914
12000,6000,55713,19968
12000,6000,43205,19269
12000,6000,35685,17289
12000,6000,37470,21492
12000,6000,25327,14980
12000,6000,24481,10230
12000,6000,76926,48941
12000,6000,27201,10946
12000,6000,46927,30492
12000,6000,48635,19607
12000,6000,24892,13109
12000,6000,52936,27664
12000,6000,32524,22627
12000,6000,54086,20074
12000,6000,28496,22084
12000,12000,23997,12010
12000,12000,42876,12013
12000,12000,31744,12011
12000,12000,41340,12014
12000,12000,19454,12007
12000,12000,16221,12005
12000,12000,14723,12005
12000,12000,18145,12008
12000,12000,39113,12009
12000,12000,19090,12007
12000,12000,28688,12011
12000,12000,39503,12013
12000,12000,26024,12008
12000,12000,33009,12016
12000,12000,18215,12009
12000,12000,21465,12009
12000,12000,15444,12009
12000,12000,22108,12012
12000,12000,17161,12011
12000,12000,19125,12008
12000,12000,19475,12007
12000,12000,12254,12007
12000,12000,32737,12018
12000,12000,32223,12005
12000,12000,26846,12015
12000,12000,25280,12007
12000,12000,16014,12010
12000,12000,41769,12011
12000,12000,25960,12009
12000,12000,34131,12011
12000,12000,30215,12007
12000,12000,15503,12006
12000,12000,23609,12007
12000,12000,18671,12007
12000,12000,25976,12010
12000,12000,13531,12011
12000,12000,30967,12007
12000,12000,37285,12008
12000,12000,12210,12004
12000,12000,31668,12013
12000,12000,13142,12005
12000,12000,24909,12008
12000,12000,20254,12012
12000,12000,23900,12009
12000,12000,16860,12006
12000,12000,24407,12007
12000,12000,18747,12007
12000,12000,17830,12007
12000,12000,36356,12014
12000,12000,14560,12008
12100,1,16717,4641
12100,1,27992,15913
12100,1,18131,6053
12100,1,20029,7947
12100,1,27734,15661
12100,1,23994,11927
12100,1,16627,4560
12100,1,38560,26515
12100,1,17456,5386
12100,1,23828,11759
12100,1,16553,4478
12100,1,17982,5897
12100,1,12592,508
12100,1,29286,17220
12100,1,28970,16897
12100,1,28110,16037
12100,1,12334,249
12100,1,20584,8529
12100,1,17859,5781
12100,1,21343,9279
12100,1,21779,9703
12100,1,30397,18337
12100,1,29745,17675
12100,1,40410,28353
12100,1,15668,3589
12100,1,33227,21152
12100,1,17539,5467
12100,1,33491,21424
12100,1,15958,3885
12100,1,27963,15891
12100,1,15134,3070
12100,1,19493,7415
12100,1,46882,34822
12100,1,32947,20869
12100,1,42439,30376
12100,1,36047,23987
12100,1,36463,24394
12100,1,12760,682
12100,1,32604,20546
12100,1,31170,19101
12100,1,18822,6746
12100,1,25450,13383
12100,1,19110,7038
12100,1,20692,8614
12100,1,22215,10130
12100,1,24772,12697
12100,1,23228,11159
12100,1,56579,44521
12100,1,14190,2103
12100,1,12975,908
12100,6050,39637,29971
12100,6050,57448,22881
12100,6050,38364,13932
12100,6050,34447,21674
12100,6050,33789,23066
12100,6050,48559,20548
12100,6050,39576,15175
12100,6050,53105,30942
12100,6050,46222,20167
12100,6050,42976,10619
12100,6050,41029,27701
12100,6050,59775,27821
12100,6050,48473,27410
12100,6050,49667,32185
12100,6050,47719,26167
12100,6050,67623,27187
12100,6050,54383,29724
12100,6050,69832,45452
12100,6050,27410,14898
12100,6050,37495,22628
12100,6050,41916,22856
12100,6050,23978,10032
12100,6050,28150,12718
12100,6050,24938,12153
12100,6050,51965,31660
12100,6050,40558,16378
12100,6050,42803,19567
12100,6050,60375,31685
12100,6050,28733,13698
12100,6050,31324,22391
12100,6050,48735,26086
12100,6050,47208,12016
12100,6050,54119,26185
12100,6050,37961,23884
12100,6050,27559,12668
12100,6050,27795,15011
12100,6050,46245,26009
12100,6050,45605,19689
12100,6050,41565,14975
12100,6050,36681,15838
12100,6050,46547,18275
12100,6050,33009,23981
12100,6050,24506,13523
12100,6050,81783,40822
12100,6050,31075,18055
12100,6050,47370,14955
12100,6050,27511,11405
12100,6050,43506,20193
12100,6050,65595,39594
12100,6050,39954,22235
12100,12100,35737,12111
12100,12100,18102,12104
12100,12100,29728,12111
12100,12100,23283,12109
12100,12100,18395,12109
12100,12100,26742,12109
12100,12100,19955,12109
12100,12100,17144,12105
12100,12100,25569,12110
12100,12100,15739,12107
12100,12100,21774,12114
12100,12100,12664,12106
12100,12100,26485,12111
12100,12100,37538,12109
12100,12100,15171,12109
12100,12100,36998,12108
12100,12100,18247,12109
12100,12100,18582,12112
12100,12100,21312,12107
12100,12100,20814,12111
12100,12100,26963,12104
12100,12100,20603,12118
12100,12100,13286,12105
12100,12100,18010,12108
12100,12100,43766,12110
12100,12100,15986,12109
12100,12100,24737,12112
12100,12100,18252,12107
12100,12100,27051,12116
12100,12100,17938,12109
12100,12100,14745,12109
12100,12100,29073,12112
12100,12100,25167,12112
12100,12100,22149,12110
12100,12100,32615,12111
12100,12100,28722,12112
12100,12100,12396,12106
12100,12100,22798,12107
12100,12100,23255,12104
12100,12100,30018,12112
12100,12100,21357,12106
12100,12100,23582,12114
12100,12100,34914,12112
12100,12100,46342,12111
12100,12100,21034,12109
12100,12100,38940,12112
12100,12100,13528,12105
12100,12100,22408,12114
12100,12100,22259,12108
12100,12100,22755,12110
12200,1,15004,2829
12200,1,27479,15316
12200,1,30346,18170
12200,1,30093,17929
12200,1,13843,1661
12200,1,17795,5611
12200,1,31365,19195
12200,1,20536,8357
12200,1,38556,26390
12200,1,19658,7485
12200,1,24612,12452
12200,1,28330,16176
12200,1,45729,33581
12200,1,31251,19081
12200,1,24722,12555
12200,1,21413,9243
12200,1,26440,14276
12200,1,30096,17935
12200,1,37478,25326
12200,1,18705,6530
12200,1,21562,9374
12200,1,18806,6637
12200,1,22578,10405
12200,1,14937,2750
12200,1,15928,3743
12200,1,18631,6455
12200,1,26779,14597
12200,1,36508,24356
12200,1,19825,7649
12200,1,34243,22074
12200,1,18335,6166
12200,1,24860,12682
12200,1,14867,2686
12200,1,20165,7981
12200,1,37556,25378
12200,1,18536,6369
12200,1,23436,11264
12200,1,23115,10936
12200,1,19969,7800
12200,1,19636,7466
12200,1,30974,18810
12200,1,21206,9027
12200,1,12556,374
12200,1,21404,9222
12200,1,19086,6926
12200,1,26655,14470
12200,1,15225,3052
12200,1,20314,8144
12200,1,38883,26720
12200,1,21968,9811
12200,6100,26979,16092
12200,6100,50833,27618
12200,6100,33050,12855
12200,6100,46634,25643
12200,6100,71488,37250
12200,6100,35421,23510
12200,6100,55690,31792
12200,6100,50263,22484
12200,6100,71274,30915
12200,6100,32571,17404
12200,6100,40919,26818
12200,6100,30842,17958
12200,6100,27144,11744
12200,6100,45450,26829
12200,6100,56201,24382
12200,6100,25518,9615
12200,6100,24282,12661
12200,6100,33255,14655
12200,6100,51937,18269
12200,6100,43818,21179
12200,6100,61181,24963
12200,6100,55357,25079
12200,6100,44257,22690
12200,6100,24281,11774
12200,6100,29637,12468
12200,6100,27895,17512
12200,6100,21213,8438
12200,6100,40437,17229
12200,6100,43847,11866
12200,6100,31956,9842
12200,6100,44272,30788
12200,6100,51240,34326
12200,6100,38541,24757
12200,6100,33069,23417
12200,6100,41549,22848
12200,6100,47042,25302
12200,6100,51998,10359
12200,6100,25598,13019
12200,6100,49662,9001
12200,6100,31509,20609
12200,6100,39074,24596
12200,6100,29479,20265
12200,6100,64420,37994
12200,6100,50444,41817
12200,6100,35928,22001
12200,6100,56789,31366
12200,6100,38215,15644
12200,6100,46778,28019
12200,6100,34738,9453
12200,6100,26737,13516
12200,12200,23081,12204
12200,12200,29003,12210
12200,12200,16432,12206
12200,12200,45692,12210
12200,12200,19778,12208
12200,12200,33769,12209
12200,12200,25614,12210
12200,12200,12390,12203
12200,12200,33324,12210
12200,12200,23439,12217
12200,12200,16043,12208
12200,12200,24329,12208
12200,12200,39309,12212
12200,12200,33826,12213
12200,12200,22720,12207
12200,12200,46240,12213
12200,12200,20229,12209
12200,12200,13771,12207
12200,12200,19503,12205
12200,12200,30723,12210
12200,12200,35140,12212
12200,12200,29740,12210
12200,12200,24148,12205
12200,12200,19554,12205
12200,12200,27893,12212
12200,12200,28380,12212
12200,12200,28365,12211
12200,12200,20960,12208
12200,12200,38657,12207
12200,12200,43796,12209
12200,12200,32568,12213
12200,12200,16211,12206
12200,12200,31893,12212
12200,12200,27811,12211
12200,12200,18720,12211
12200,12200,33745,12209
12200,12200,29807,12209
12200,12200,40036,12209
12200,12200,27683,12208
12200,12200,36370,12207
12200,12200,19903,12213
12200,12200,15354,12207
12200,12200,27994,12209
12200,12200,32070,12210
12200,12200,25110,12210
12200,12200,25247,12213
12200,12200,29959,12211
12200,12200,29823,12211
12200,12200,25777,12209
12200,12200,14780,12206
12300,1,31742,19472
12300,1,29467,17192
12300,1,13863,1582
12300,1,15934,3658
12300,1,27399,15139
12300,1,25718,13458
12300,1,31607,19337
12300,1,35318,23061
12300,1,17406,5134
12300,1,30744,18465
12300,1,39683,27419
12300,1,16950,4686
12300,1,40282,28019
12300,1,32149,19879
12300,1,16563,4293
12300,1,26453,14184
12300,1,26025,13759
12300,1,15282,3012
12300,1,45797,33545
12300,1,35860,23597
12300,1,25356,13074
12300,1,16612,4330
12300,1,35996,23738
12300,1,20273,8015
12300,1,17494,5227
12300,1,14378,2094
12300,1,13748,1463
12300,1,28157,15890
12300,1,48261,36010
12300,1,18346,6070
12300,1,47853,35586
12300,1,26369,14084
12300,1,29625,17358
12300,1,16398,4129
12300,1,33464,21206
12300,1,19715,7433
12300,1,22380,10110
12300,1,15031,2771
12300,1,24324,12045
12300,1,27598,15329
12300,1,20277,8005
12300,1,30631,18358
12300,1,42916,30658
12300,1,25192,12919
12300,1,19731,7464
12300,1,16380,4104
12300,1,15616,3334
12300,1,23673,11403
12300,1,20694,8409
12300,1,34756,22492
12300,6150,40704,20430
12300,6150,42099,16865
12300,6150,60000,27874
12300,6150,28804,10033
12300,6150,25647,15239
12300,6150,55398,30512
12300,6150,50970,26399
12300,6150,58400,27278
12300,6150,55995,28766
12300,6150,26745,20259
12300,6150,66155,38715
12300,6150,22149,8713
12300,6150,39732,16771
12300,6150,73715,40798
12300,6150,53504,25967
12300,6150,67715,41843
12300,6150,40439,26648
12300,6150,36292,13128
12300,6150,32392,19517
12300,6150,37253,28309
12300,6150,37058,25184
12300,6150,30102,18670
12300,6150,22136,8674
12300,6150,43002,29604
12300,6150,29276,13310
12300,6150,55666,31814
12300,6150,51722,28878
12300,6150,31532,14008
12300,6150,34251,19370
12300,6150,31694,22121
12300,6150,44403,20533
12300,6150,52479,31482
12300,6150,49388,24642
12300,6150,28260,15096
12300,6150,63917,36168
12300,6150,38325,16029
12300,6150,22333,8204
12300,6150,49783,14889
12300,6150,37122,22558
12300,6150,52771,10641
12300,6150,37183,15950
12300,6150,39132,14408
12300,6150,34718,12853
12300,6150,36287,15694
12300,6150,44420,26717
12300,6150,68232,27122
12300,6150,36142,12904
12300,6150,52697,29109
12300,6150,42044,11015
12300,6150,38728,21874
12300,12300,19440,12307
12300,12300,17715,12310
12300,12300,35742,12308
12300,12300,23325,12308
12300,12300,19730,12307
12300,12300,37644,12311
12300,12300,18210,12309
12300,12300,26656,12312
12300,12300,14992,12309
12300,12300,34099,12308
12300,12300,24984,12307
12300,12300,29097,12307
12300,12300,17886,12314
12300,12300,26271,12307
12300,12300,32189,12313
12300,12300,25376,12306
12300,12300,17803,12310
12300,12300,27735,12306
12300,12300,21505,12309
12300,12300,20312,12308
12300,12300,13631,12308
12300,12300,32893,12312
12300,12300,21380,12309
12300,12300,34632,12312
12300,12300,17385,12303
12300,12300,19028,12310
12300,12300,19564,12312
12300,12300,22676,12311
12300,12300,19509,12309
12300,12300,40749,12314
12300,12300,26551,12307
12300,12300,19246,12310
12300,12300,38050,12312
12300,12300,26728,12311
12300,12300,18679,12306
12300,12300,30243,12309
12300,12300,19172,12310
12300,12300,32238,12311
12300,12300,32165,12307
12300,12300,28676,12307
12300,12300,12489,12305
12300,12300,23402,12309
12300,12300,31253,12308
12300,12300,12390,12303
12300,12300,19178,12307
12300,12300,25054,12310
12300,12300,22240,12313
12300,12300,21358,12308
12300,12300,21255,12304
12300,12300,34555,12312
12400,1,18531,6155
12400,1,14884,2514
12400,1,18728,6368
12400,1,25368,12996
12400,1,13630,1245
12400,1,16185,3809
12400,1,28499,16129
12400,1,29648,17290
12400,1,31839,19473
12400,1,37677,25311
12400,1,25589,13216
12400,1,25387,13020
12400,1,12573,194
12400,1,25589,13213
12400,1,35254,22899
12400,1,21393,9020
12400,1,19918,7533
12400,1,29369,16999
12400,1,31553,19180
12400,1,31716,19352
12400,1,23004,10626
12400,1,20580,8204
12400,1,19607,7240
12400,1,17854,5479
12400,1,14214,1839
12400,1,16972,4599
12400,1,31965,19602
12400,1,23508,11129
12400,1,52740,40379
12400,1,31722,19368
12400,1,20460,8097
12400,1,23500,11121
12400,1,24283,11913
12400,1,18862,6480
12400,1,31531,19177
12400,1,50052,37683
12400,1,46754,34394
12400,1,16449,4079
12400,1,21804,9428
12400,1,24928,12558
12400,1,34877,22508
12400,1,27510,15134
12400,1,14374,1998
12400,1,31720,19356
12400,1,22614,10226
12400,1,13308,939
12400,1,26622,14258
12400,1,22583,10216
12400,1,26507,14150
12400,1,13325,940
12400,6200,55116,23264
12400,6200,41644,24359
12400,6200,23264,13404
12400,6200,34750,11882
12400,6200,47144,16974
12400,6200,42469,20952
12400,6200,26593,12937
12400,6200,47489,33303
12400,6200,32553,23954
12400,6200,56376,25630
12400,6200,26918,16477
12400,6200,37236,14382
12400,6200,34588,14747
12400,6200,26439,10306
12400,6200,56774,30820
12400,6200,35383,18799
12400,6200,71098,30292
12400,6200,68249,31427
12400,6200,49193,22634
12400,6200,45067,21778
12400,6200,40486,18342
12400,6200,40386,25238
12400,6200,77851,21468
12400,6200,47548,32210
12400,6200,68115,32804
12400,6200,35363,18577
12400,6200,46734,16382
12400,6200,43623,21574
12400,6200,25037,13261
12400,6200,37359,22064
12400,6200,49844,25107
12400,6200,75902,37405
12400,6200,23931,8999
12400,6200,52971,29937
12400,6200,28738,15135
12400,6200,35143,13827
12400,6200,37265,18266
12400,6200,38541,20381
12400,6200,37425,23061
12400,6200,37449,20978
12400,6200,34792,14111
12400,6200,42088,17621
12400,6200,67126,46929
12400,6200,60300,43002
12400,6200,33682,18673
12400,6200,29634,13178
12400,6200,48688,36322
12400,6200,44447,19959
12400,6200,27462,13299
12400,6200,58052,25947
12400,12400,22047,12405
12400,12400,19111,12411
12400,12400,40624,12413
12400,12400,42690,12415
12400,12400,28752,12410
12400,12400,38498,12411
12400,12400,16985,12407
12400,12400,45519,12410
12400,12400,17766,12404
12400,12400,35802,12413
12400,12400,21358,12407
12400,12400,32850,12406
12400,12400,14672,12408
12400,12400,31735,12410
12400,12400,14773,12408
12400,12400,24397,12407
12400,12400,12590,12406
12400,12400,22989,12406
12400,12400,22972,12411
12400,12400,38893,12409
12400,12400,36151,12406
12400,12400,16082,12407
12400,12400,14088,12407
12400,12400,13170,12407
12400,12400,38262,12411
12400,12400,39992,12412
12400,12400,32303,12411
12400,12400,43318,12418
12400,12400,13421,12409
12400,12400,17077,12410
12400,12400,30335,12410
12400,12400,12857,12406
12400,12400,13214,12410
12400,12400,31020,12412
12400,12400,32849,12410
12400,12400,14328,12408
12400,12400,13342,12408
12400,12400,24665,12404
12400,12400,29230,12409
12400,12400,25770,12411
12400,12400,17821,12410
12400,12400,31129,12409
12400,12400,28942,12414
12400,12400,39945,12414
12400,12400,13672,12407
12400,12400,16260,12408
12400,12400,34064,12409
12400,12400,16556,12412
12400,12400,37926,12411
12400,12400,17862,12406
12500,1,19199,6715
12500,1,42213,29747
12500,1,16010,3541
12500,1,25600,13119
12500,1,20324,7845
12500,1,36712,24245
12500,1,20325,7852
12500,1,28291,15828
12500,1,26182,13703
12500,1,23474,10992
12500,1,32241,19790
12500,1,44824,32352
12500,1,36291,23830
12500,1,21091,8609
12500,1,15038,2559
12500,1,39580,27120
12500,1,38706,26242
12500,1,13508,1036
12500,1,17186,4731
12500,1,27671,15201
12500,1,17165,4686
12500,1,30037,17564
12500,1,15311,2842
12500,1,18611,6142
12500,1,23912,11439
12500,1,21357,8885
12500,1,40219,27764
12500,1,31093,18611
12500,1,24957,12494
12500,1,17224,4751
12500,1,37950,25486
12500,1,31383,18910
12500,1,18806,6330
12500,1,43281,30836
12500,1,17476,5007
12500,1,14443,1973
12500,1,21709,9234
12500,1,22274,9798
12500,1,23465,11007
12500,1,17012,4545
12500,1,32072,19605
12500,1,19578,7099
12500,1,15126,2647
12500,1,24255,11785
12500,1,14460,1990
12500,1,21604,9150
12500,1,22499,10032
12500,1,33528,21056
12500,1,13229,760
12500,1,16211,3744
12500,6250,63698,32653
12500,6250,47134,28965
12500,6250,39563,10489
12500,6250,21629,7348
12500,6250,56529,34945
12500,6250,42458,21523
12500,6250,35697,19405
12500,6250,55554,29973
12500,6250,59317,28756
12500,6250,51921,30286
12500,6250,32822,13631
12500,6250,57539,44198
12500,6250,51775,17721
12500,6250,75730,38417
12500,6250,54337,32339
12500,6250,27454,18176
12500,6250,44014,20304
12500,6250,29544,13685
12500,6250,48387,17956
12500,6250,59015,34354
12500,6250,30311,11145
12500,6250,44556,21193
12500,6250,67943,31309
12500,6250,52266,30342
12500,6250,35170,16354
12500,6250,20190,6820
12500,6250,35823,20650
12500,6250,28125,13265
12500,6250,26367,15415
12500,6250,49014,8373
12500,6250,40728,21375
12500,6250,31376,15139
12500,6250,39144,22912
12500,6250,48838,25374
12500,6250,69322,40768
12500,6250,40425,31660
12500,6250,37398,21401
12500,6250,52532,20149
12500,6250,37355,21835
12500,6250,29912,8517
12500,6250,31287,6818
12500,6250,55368,21145
12500,6250,36486,15599
12500,6250,81123,42152
12500,6250,51548,9513
12500,6250,35859,17565
12500,6250,77289,42399
12500,6250,34794,19767
12500,6250,42735,21125
12500,6250,30161,13351
12500,12500,34706,12510
12500,12500,15424,12507
12500,12500,22091,12508
12500,12500,31792,12512
12500,12500,28412,12514
12500,12500,14322,12506
12500,12500,29042,12508
12500,12500,25775,12510
12500,12500,16759,12507
12500,12500,29242,12508
12500,12500,36035,12513
12500,12500,23113,12507
12500,12500,15933,12508
12500,12500,13793,12506
12500,12500,30532,12509
12500,12500,26534,12508
12500,12500,35781,12514
12500,12500,31454,12507
12500,12500,38837,12511
12500,12500,19100,12504
12500,12500,16485,12504
12500,12500,41190,12515
12500,12500,14005,12507
12500,12500,19436,12505
12500,12500,33094,12508
12500,12500,31921,12511
12500,12500,37256,12520
12500,12500,24521,12504
12500,12500,26622,12508
12500,12500,25812,12506
12500,12500,30118,12510
12500,12500,16384,12506
12500,12500,15501,12504
12500,12500,29275,12507
12500,12500,19346,12513
12500,12500,25798,12507
12500,12500,24382,12515
12500,12500,16947,12503
12500,12500,13577,12505
12500,12500,16781,12506
12500,12500,42401,12509
12500,12500,26753,12513
12500,12500,23146,12508
12500,12500,19141,12508
12500,12500,15806,12504
12500,12500,34641,12511
12500,12500,47236,12515
12500,12500,23414,12512
12500,12500,41669,12512
12500,12500,34293,12508
12600,1,17617,5038
12600,1,15241,2662
12600,1,31235,18680
12600,1,27184,14614
12600,1,18820,6248
12600,1,18049,5480
12600,1,35066,22487
12600,1,18090,5524
12600,1,25901,13328
12600,1,33314,20754
12600,1,16170,3594
12600,1,27961,15401
12600,1,28280,15714
12600,1,14270,1686
12600,1,29652,17079
12600,1,15624,3051
12600,1,20114,7547
12600,1,13474,886
12600,1,13311,738
12600,1,23245,10676
12600,1,14704,2122
12600,1,47584,35014
12600,1,19849,7279
12600,1,16486,3907
12600,1,37446,24879
12600,1,26955,14379
12600,1,24289,11720
12600,1,43880,31316
12600,1,14063,1485
12600,1,25634,13070
12600,1,16043,3464
12600,1,20746,8174
12600,1,18839,6254
12600,1,30394,17819
12600,1,14541,1981
12600,1,18541,5968
12600,1,41335,28759
12600,1,44158,31583
12600,1,25618,13043
12600,1,31427,18854
12600,1,43686,31131
12600,1,31266,18690
12600,1,32847,20290
12600,1,19735,7168
12600,1,13553,978
12600,1,26505,13929
12600,1,32316,19749
12600,1,26308,13738
12600,1,28228,15652
12600,1,19137,6561
12600,6300,30037,18793
12600,6300,30752,13035
12600,6300,61924,10907
12600,6300,23345,12990
12600,6300,49644,20037
12600,6300,42655,17237
12600,6300,34526,15624
12600,6300,31836,17217
12600,6300,27656,13613
12600,6300,49134,23259
12600,6300,50149,25162
12600,6300,29583,14635
12600,6300,53258,25274
12600,6300,71247,30647
12600,6300,36715,20021
12600,6300,52633,19920
12600,6300,54628,21950
12600,6300,48005,29863
12600,6300,46220,14962
12600,6300,32208,15501
12600,6300,24771,8932
12600,6300,71373,54188
12600,6300,38467,10542
12600,6300,44225,23341
12600,6300,46618,24212
12600,6300,33830,18525
12600,6300,28440,9010
12600,6300,38245,16278
12600,6300,98732,62542
12600,6300,43410,19740
12600,6300,32371,16423
12600,6300,29235,17341
12600,6300,51209,28164
12600,6300,38637,23703
12600,6300,20626,13644
12600,6300,40597,20615
12600,6300,65421,28942
12600,6300,22459,14327
12600,6300,27298,13335
12600,6300,55153,27677
12600,6300,35920,14142
12600,6300,65970,15994
12600,6300,19425,12709
12600,6300,47639,24459
12600,6300,58007,25821
12600,6300,56306,24638
12600,6300,44562,19577
12600,6300,29361,10358
12600,6300,44259,24828
12600,6300,53505,24247
12600,12600,40356,12614
12600,12600,27529,12608
12600,12600,53048,12618
12600,12600,25758,12609
12600,12600,37973,12609
12600,12600,24055,12609
12600,12600,25497,12609
12600,12600,33713,12607
12600,12600,27678,12615
12600,12600,16613,12608
12600,12600,19990,12609
12600,12600,30134,12612
12600,12600,19770,12609
12600,12600,20371,12612
12600,12600,23251,12611
12600,12600,18175,12608
12600,12600,13842,12607
12600,12600,41650,12616
12600,12600,38173,12611
12600,12600,44339,12616
12600,12600,24082,12608
12600,12600,26293,12611
12600,12600,40283,12613
12600,12600,15143,12606
12600,12600,55620,12615
12600,12600,17697,12604
12600,12600,31889,12610
12600,12600,14604,12606
12600,12600,17743,12608
12600,12600,14140,12610
12600,12600,28098,12611
12600,12600,24934,12609
12600,12600,40091,12610
12600,12600,48056,12612
12600,12600,23240,12610
12600,12600,22511,12605
12600,12600,34697,12610
12600,12600,13958,12604
12600,12600,29532,12613
12600,12600,21913,12609
12600,12600,42713,12610
12600,12600,36564,12609
12600,12600,19642,12609
12600,12600,19590,12608
12600,12600,33433,12608
12600,12600,31113,12611
12600,12600,23975,12610
12600,12600,17494,12609
12600,12600,45793,12609
12600,12600,26142,12614
12700,1,49419,36746
12700,1,19138,6468
12700,1,21174,8498
12700,1,25347,12689
12700,1,38886,26222
12700,1,29193,16523
12700,1,16834,4173
12700,1,13021,343
12700,1,23459,10799
12700,1,20439,7761
12700,1,16591,3907
12700,1,32313,19643
12700,1,24560,11884
12700,1,26412,13739
12700,1,27960,15281
12700,1,12826,142
12700,1,23205,10530
12700,1,22344,9672
12700,1,37255,24585
12700,1,26202,13530
12700,1,15073,2397
12700,1,31969,19306
12700,1,26154,13490
12700,1,26568,13920
12700,1,23613,10967
12700,1,20821,8146
12700,1,31883,19235
12700,1,15372,2690
12700,1,23122,10461
12700,1,29836,17163
12700,1,13585,900
12700,1,36632,23971
12700,1,22533,9855
12700,1,18498,5822
12700,1,19075,6396
12700,1,36514,23857
12700,1,13664,980
12700,1,28254,15572
12700,1,21129,8462
12700,1,38208,25544
12700,1,38965,26308
12700,1,31064,18406
12700,1,31210,18543
12700,1,22494,9831
12700,1,21590,8912
12700,1,35155,22492
12700,1,18965,6284
12700,1,17624,4943
12700,1,26560,13912
12700,1,16382,3712
12700,6350,37446,13662
12700,6350,71539,24024
12700,6350,42359,17705
12700,6350,43630,28004
12700,6350,59792,32181
12700,6350,35254,24886
12700,6350,36251,26939
12700,6350,57000,23435
12700,6350,32498,7673
12700,6350,57292,26357
12700,6350,37193,20647
12700,6350,40869,20445
12700,6350,33437,13123
12700,6350,51088,16135
12700,6350,45848,14077
12700,6350,43328,8831
12700,6350,39972,14801
12700,6350,36689,13065
12700,6350,36995,14893
12700,6350,54577,30868
12700,6350,51057,31563
12700,6350,24445,14372
12700,6350,44362,25236
12700,6350,81880,42148
12700,6350,40069,19147
12700,6350,52630,24120
12700,6350,48070,27558
12700,6350,52917,24751
12700,6350,42120,34324
12700,6350,28396,10797
12700,6350,63814,23983
12700,6350,62623,29330
12700,6350,34706,14092
12700,6350,71885,24804
12700,6350,61029,39728
12700,6350,28479,13784
12700,6350,35299,18461
12700,6350,54482,35461
12700,6350,42346,21810
12700,6350,40368,22477
12700,6350,32463,12826
12700,6350,30178,17931
12700,6350,47662,21758
12700,6350,37924,23536
12700,6350,20577,7566
12700,6350,36889,22166
12700,6350,26615,13879
12700,6350,48038,20739
12700,6350,59071,41041
12700,6350,58406,22698
12700,12700,28112,12708
12700,12700,18817,12709
12700,12700,40834,12714
12700,12700,34290,12711
12700,12700,48191,12710
12700,12700,14356,12708
12700,12700,15574,12706
12700,12700,22982,12709
12700,12700,36247,12714
12700,12700,20973,12712
