n,k,comparisons,swaps
100,1,173,86
100,1,245,157
100,1,156,74
100,1,141,53
100,1,267,186
100,1,125,37
100,1,216,128
100,1,389,317
100,1,257,166
100,1,178,88
100,1,142,61
100,1,231,146
100,1,166,81
100,1,196,106
100,1,233,145
100,1,136,46
100,1,219,141
100,1,269,188
100,1,129,39
100,1,99,2
100,1,191,103
100,1,123,35
100,1,210,122
100,1,130,39
100,1,224,140
100,1,244,162
100,1,215,130
100,1,257,179
100,1,271,183
100,1,258,173
100,1,102,9
100,1,240,156
100,1,127,39
100,1,230,149
100,1,194,107
100,1,258,174
100,1,168,81
100,1,271,193
100,1,144,53
100,1,237,149
100,1,111,21
100,1,139,48
100,1,146,59
100,1,164,79
100,1,135,54
100,1,115,28
100,1,112,28
100,1,207,122
100,1,161,74
100,1,217,132
100,50,402,310
100,50,253,185
100,50,188,71
100,50,189,73
100,50,385,228
100,50,99,51
100,50,367,174
100,50,264,165
100,50,424,259
100,50,421,239
100,50,296,149
100,50,182,121
100,50,411,182
100,50,360,252
100,50,307,78
100,50,403,192
100,50,294,157
100,50,269,174
100,50,349,197
100,50,155,60
100,50,217,91
100,50,452,133
100,50,218,127
100,50,312,144
100,50,468,346
100,50,244,161
100,50,264,169
100,50,384,152
100,50,278,116
100,50,317,181
100,50,364,245
100,50,174,126
100,50,273,99
100,50,204,121
100,50,263,187
100,50,257,151
100,50,332,218
100,50,237,126
100,50,340,234
100,50,347,129
100,50,345,176
100,50,481,303
100,50,228,113
100,50,383,171
100,50,334,212
100,50,232,150
100,50,218,129
100,50,230,100
100,50,343,259
100,50,477,119
100,100,178,103
100,100,288,107
100,100,202,104
100,100,161,101
100,100,159,104
100,100,203,103
100,100,194,102
100,100,236,105
100,100,148,104
100,100,329,106
100,100,170,105
100,100,137,103
100,100,207,105
100,100,162,107
100,100,135,102
100,100,154,104
100,100,267,107
100,100,234,107
100,100,120,102
100,100,291,104
100,100,238,103
100,100,149,103
100,100,139,103
100,100,210,110
100,100,211,104
100,100,271,106
100,100,153,104
100,100,172,102
100,100,210,106
100,100,139,103
100,100,128,103
100,100,171,102
100,100,309,108
100,100,234,105
100,100,168,102
100,100,188,102
100,100,201,102
100,100,161,105
100,100,118,102
100,100,372,107
100,100,156,104
100,100,398,110
100,100,196,103
100,100,200,105
100,100,132,103
100,100,143,104
100,100,261,105
100,100,279,107
100,100,132,104
100,100,159,102
200,1,353,159
200,1,390,217
200,1,475,294
200,1,445,266
200,1,273,83
200,1,366,184
200,1,567,389
200,1,1000,827
200,1,533,351
200,1,538,354
200,1,463,282
200,1,281,99
200,1,496,320
200,1,711,539
200,1,447,265
200,1,720,554
200,1,277,89
200,1,260,70
200,1,235,51
200,1,375,194
200,1,479,303
200,1,282,95
200,1,396,209
200,1,360,170
200,1,436,261
200,1,330,151
200,1,319,137
200,1,233,40
200,1,593,417
200,1,282,94
200,1,404,220
200,1,456,271
200,1,208,15
200,1,250,59
200,1,274,80
200,1,274,86
200,1,223,35
200,1,557,379
200,1,321,131
200,1,625,447
200,1,372,181
200,1,448,266
200,1,293,106
200,1,371,183
200,1,288,104
200,1,484,314
200,1,480,299
200,1,906,743
200,1,412,231
200,1,347,166
200,100,640,257
200,100,741,250
200,100,589,299
200,100,762,452
200,100,464,201
200,100,952,415
200,100,827,561
200,100,418,187
200,100,492,281
200,100,538,332
200,100,543,204
200,100,584,310
200,100,379,182
200,100,644,272
200,100,713,478
200,100,419,248
200,100,821,431
200,100,575,307
200,100,713,334
200,100,615,345
200,100,846,254
200,100,590,387
200,100,515,185
200,100,805,521
200,100,338,205
200,100,546,237
200,100,791,440
200,100,415,224
200,100,724,526
200,100,722,211
200,100,824,344
200,100,394,145
200,100,617,164
200,100,831,570
200,100,729,334
200,100,473,222
200,100,578,323
200,100,812,448
200,100,389,202
200,100,648,436
200,100,348,128
200,100,670,317
200,100,1130,707
200,100,656,225
200,100,623,372
200,100,698,367
200,100,702,420
200,100,511,410
200,100,392,238
200,100,810,495
200,200,461,206
200,200,432,205
200,200,222,202
200,200,565,207
200,200,431,206
200,200,786,208
200,200,503,209
200,200,287,204
200,200,306,202
200,200,332,206
200,200,476,206
200,200,243,203
200,200,609,206
200,200,519,205
200,200,200,202
200,200,430,205
200,200,549,207
200,200,220,203
200,200,659,209
200,200,340,204
200,200,324,206
200,200,338,203
200,200,567,205
200,200,265,201
200,200,291,205
200,200,323,206
200,200,579,208
200,200,462,207
200,200,496,205
200,200,218,203
200,200,498,204
200,200,372,204
200,200,750,208
200,200,319,206
200,200,247,204
200,200,491,207
200,200,240,203
200,200,261,205
200,200,251,204
200,200,299,204
200,200,523,207
200,200,388,204
200,200,206,201
200,200,202,202
200,200,596,208
200,200,411,204
200,200,221,203
200,200,243,203
200,200,458,206
200,200,418,208
300,1,460,176
300,1,825,550
300,1,317,26
300,1,422,140
300,1,426,141
300,1,479,191
300,1,744,462
300,1,602,317
300,1,467,180
300,1,449,167
300,1,492,208
300,1,488,206
300,1,304,13
300,1,904,632
300,1,378,88
300,1,746,465
300,1,363,85
300,1,301,7
300,1,299,3
300,1,445,158
300,1,531,246
300,1,473,185
300,1,509,233
300,1,904,622
300,1,365,77
300,1,344,54
300,1,413,125
300,1,587,305
300,1,425,140
300,1,805,517
300,1,566,281
300,1,299,3
300,1,518,234
300,1,529,248
300,1,299,3
300,1,433,151
300,1,536,252
300,1,577,298
300,1,859,583
300,1,329,38
300,1,374,89
300,1,523,254
300,1,633,351
300,1,484,200
300,1,309,22
300,1,584,300
300,1,400,112
300,1,860,576
300,1,392,110
300,1,482,198
300,150,902,646
300,150,659,484
300,150,958,332
300,150,519,190
300,150,1054,673
300,150,835,357
300,150,1091,579
300,150,1004,632
300,150,840,473
300,150,1289,735
300,150,1335,780
300,150,883,450
300,150,1149,529
300,150,1192,1031
300,150,1557,724
300,150,1010,511
300,150,1189,647
300,150,823,409
300,150,604,300
300,150,765,563
300,150,883,517
300,150,836,247
300,150,615,312
300,150,1036,735
300,150,783,356
300,150,882,403
300,150,1420,357
300,150,1407,845
300,150,1634,855
300,150,1038,682
300,150,522,187
300,150,649,239
300,150,826,442
300,150,807,440
300,150,1144,824
300,150,834,489
300,150,957,428
300,150,741,268
300,150,597,313
300,150,655,347
300,150,704,414
300,150,924,583
300,150,1022,547
300,150,1111,404
300,150,805,385
300,150,870,521
300,150,919,491
300,150,1252,393
300,150,1438,846
300,150,639,303
300,300,681,305
300,300,499,303
300,300,424,306
300,300,451,309
300,300,680,305
300,300,303,301
300,300,637,307
300,300,713,305
300,300,825,310
300,300,299,300
300,300,601,304
300,300,527,303
300,300,684,306
300,300,730,309
300,300,408,304
300,300,348,302
300,300,440,303
300,300,950,307
300,300,518,306
300,300,644,306
300,300,537,306
300,300,486,305
300,300,711,304
300,300,878,308
300,300,472,305
300,300,409,305
300,300,514,306
300,300,300,301
300,300,662,306
300,300,661,305
300,300,403,303
300,300,558,304
300,300,377,303
300,300,616,304
300,300,833,306
300,300,349,306
300,300,444,303
300,300,605,304
300,300,505,304
300,300,537,305
300,300,537,302
300,300,693,308
300,300,558,307
300,300,667,305
300,300,836,305
300,300,683,305
300,300,694,306
300,300,648,306
300,300,653,306
300,300,452,303
400,1,722,343
400,1,482,100
400,1,777,392
400,1,551,164
400,1,919,538
400,1,760,375
400,1,1184,809
400,1,961,580
400,1,1126,750
400,1,990,614
400,1,834,449
400,1,808,430
400,1,536,154
400,1,981,608
400,1,522,137
400,1,901,522
400,1,749,370
400,1,1311,935
400,1,799,418
400,1,1164,797
400,1,1390,1024
400,1,460,76
400,1,422,35
400,1,1149,776
400,1,1064,689
400,1,479,94
400,1,1444,1068
400,1,1274,919
400,1,919,541
400,1,538,154
400,1,823,445
400,1,744,356
400,1,463,72
400,1,410,19
400,1,977,602
400,1,505,117
400,1,1231,864
400,1,745,357
400,1,463,82
400,1,491,107
400,1,700,312
400,1,1256,878
400,1,420,26
400,1,789,410
400,1,510,132
400,1,785,403
400,1,866,484
400,1,845,470
400,1,1005,630
400,1,1138,763
400,200,851,547
400,200,1051,568
400,200,1246,707
400,200,1533,695
400,200,1609,824
400,200,1310,571
400,200,1615,1045
400,200,1066,382
400,200,1802,969
400,200,1901,769
400,200,1604,395
400,200,1271,825
400,200,1507,858
400,200,705,459
400,200,1439,659
400,200,901,517
400,200,1494,1166
400,200,1614,821
400,200,1393,665
400,200,1148,865
400,200,1301,909
400,200,1032,439
400,200,1729,1130
400,200,1547,819
400,200,986,461
400,200,934,220
400,200,878,441
400,200,1100,692
400,200,1090,672
400,200,1195,494
400,200,1976,1053
400,200,1765,1051
400,200,1991,1286
400,200,1423,339
400,200,1277,500
400,200,975,596
400,200,1377,735
400,200,1616,548
400,200,1015,763
400,200,1415,930
400,200,1231,685
400,200,2125,1160
400,200,1349,822
400,200,1392,804
400,200,1221,778
400,200,1400,606
400,200,992,436
400,200,1165,722
400,200,1333,639
400,200,1943,1469
400,400,529,403
400,400,694,407
400,400,610,404
400,400,922,407
400,400,405,402
400,400,1269,406
400,400,772,410
400,400,855,410
400,400,453,404
400,400,729,403
400,400,712,404
400,400,756,404
400,400,889,408
400,400,407,401
400,400,840,409
400,400,1063,407
400,400,1502,407
400,400,1062,408
400,400,609,404
400,400,1122,406
400,400,623,406
400,400,784,403
400,400,500,404
400,400,1274,405
400,400,447,404
400,400,838,406
400,400,1016,408
400,400,1008,407
400,400,1220,409
400,400,659,406
400,400,1015,405
400,400,522,403
400,400,431,404
400,400,602,404
400,400,504,404
400,400,798,405
400,400,405,403
400,400,438,403
400,400,437,404
400,400,782,402
400,400,609,407
400,400,514,405
400,400,408,403
400,400,1043,409
400,400,547,404
400,400,870,408
400,400,913,406
400,400,695,410
400,400,1042,406
400,400,513,403
500,1,643,153
500,1,815,336
500,1,1049,574
500,1,506,12
500,1,585,91
500,1,1109,633
500,1,1648,1179
500,1,1044,568
500,1,1252,776
500,1,676,195
500,1,888,403
500,1,698,213
500,1,671,189
500,1,953,478
500,1,834,352
500,1,766,278
500,1,1535,1069
500,1,792,311
500,1,499,3
500,1,2471,2010
500,1,627,140
500,1,1689,1210
500,1,1165,687
500,1,795,313
500,1,720,242
500,1,901,416
500,1,1093,611
500,1,1497,1028
500,1,1010,525
500,1,726,245
500,1,817,342
500,1,1328,852
500,1,1572,1108
500,1,657,173
500,1,1082,606
500,1,592,99
500,1,666,182
500,1,531,41
500,1,1298,829
500,1,565,80
500,1,895,410
500,1,1144,675
500,1,1340,865
500,1,1317,835
500,1,907,428
500,1,1330,845
500,1,554,66
500,1,509,18
500,1,1400,924
500,1,693,220
500,250,1261,561
500,250,1052,793
500,250,2157,846
500,250,1111,696
500,250,1212,622
500,250,760,268
500,250,1223,763
500,250,1504,606
500,250,931,517
500,250,1852,713
500,250,1140,594
500,250,1421,558
500,250,1632,764
500,250,2105,1076
500,250,1243,651
500,250,1651,917
500,250,1490,570
500,250,854,341
500,250,1515,874
500,250,1975,639
500,250,1080,646
500,250,1094,567
500,250,1365,550
500,250,1179,639
500,250,1782,1091
500,250,1100,509
500,250,2746,1173
500,250,1755,854
500,250,1328,618
500,250,2253,1059
500,250,1939,867
500,250,1178,516
500,250,1693,840
500,250,1706,970
500,250,1404,716
500,250,1046,535
500,250,1328,766
500,250,2031,1275
500,250,2766,1273
500,250,1214,578
500,250,2287,935
500,250,1838,1171
500,250,1453,869
500,250,1842,1044
500,250,1265,778
500,250,1702,1222
500,250,1967,924
500,250,1749,1031
500,250,1055,518
500,250,1799,715
500,500,1157,509
500,500,985,505
500,500,1147,504
500,500,883,504
500,500,741,503
500,500,739,504
500,500,1552,508
500,500,1108,509
500,500,2262,506
500,500,1502,505
500,500,1170,508
500,500,1215,508
500,500,880,507
500,500,754,503
500,500,994,505
500,500,1026,505
500,500,684,506
500,500,1070,504
500,500,766,506
500,500,823,503
500,500,1166,507
500,500,990,506
500,500,740,503
500,500,1288,507
500,500,554,503
500,500,899,509
500,500,1147,507
500,500,500,502
500,500,1459,505
500,500,550,503
500,500,890,505
500,500,512,502
500,500,1202,506
500,500,1019,507
500,500,876,503
500,500,824,504
500,500,705,507
500,500,833,505
500,500,550,503
500,500,1722,508
500,500,1323,507
500,500,1100,510
500,500,1060,506
500,500,1056,504
500,500,1687,509
500,500,2019,509
500,500,790,507
500,500,1109,506
500,500,1051,506
500,500,917,503
600,1,1030,446
600,1,1415,830
600,1,876,292
600,1,1281,702
600,1,1362,799
600,1,1625,1043
600,1,1841,1259
600,1,1500,924
600,1,690,102
600,1,2490,1908
600,1,1411,829
600,1,825,250
600,1,1411,832
600,1,956,366
600,1,743,156
600,1,1089,511
600,1,680,93
600,1,751,170
600,1,2757,2184
600,1,1148,567
600,1,830,258
600,1,1036,460
600,1,1178,596
600,1,725,147
600,1,626,38
600,1,1488,910
600,1,1456,880
600,1,841,266
600,1,841,253
600,1,1696,1114
600,1,1463,888
600,1,1399,812
600,1,1895,1320
600,1,1948,1375
600,1,1669,1099
600,1,920,347
600,1,922,338
600,1,693,103
600,1,684,99
600,1,1458,873
600,1,1038,459
600,1,1194,609
600,1,685,101
600,1,849,265
600,1,1011,423
600,1,1103,521
600,1,1191,610
600,1,1071,483
600,1,972,397
600,1,1456,886
600,300,2095,1257
600,300,1177,608
600,300,3589,2608
600,300,2668,1327
600,300,3870,1823
600,300,1090,421
600,300,2751,1659
600,300,2707,1495
600,300,2162,1122
600,300,2354,1006
600,300,1408,701
600,300,1673,940
600,300,2443,1200
600,300,1640,407
600,300,2171,1459
600,300,1045,688
600,300,1961,789
600,300,1277,639
600,300,1152,725
600,300,1831,743
600,300,1828,919
600,300,2669,1399
600,300,2342,945
600,300,2049,499
600,300,2297,1235
600,300,1387,577
600,300,2077,715
600,300,1788,810
600,300,1574,620
600,300,2108,1016
600,300,1791,1225
600,300,1496,662
600,300,2042,1064
600,300,1872,848
600,300,1576,1010
600,300,2501,1285
600,300,2088,755
600,300,1103,754
600,300,2915,1799
600,300,1230,668
600,300,1333,637
600,300,2176,1104
600,300,1987,1282
600,300,2250,816
600,300,1498,604
600,300,1935,923
600,300,1982,1158
600,300,3028,933
600,300,1811,509
600,300,2657,1596
600,600,1214,606
600,600,633,604
600,600,811,604
600,600,1329,609
600,600,864,605
600,600,709,606
600,600,1353,605
600,600,1272,605
600,600,1296,605
600,600,1218,607
600,600,1009,606
600,600,1210,606
600,600,1405,605
600,600,1377,605
600,600,1151,607
600,600,996,607
600,600,738,603
600,600,880,605
600,600,1239,605
600,600,636,604
600,600,2026,607
600,600,754,606
600,600,771,608
600,600,694,605
600,600,1183,606
600,600,1669,607
600,600,736,604
600,600,616,601
600,600,688,605
600,600,1664,608
600,600,1238,606
600,600,1717,608
600,600,628,602
600,600,661,602
600,600,877,607
600,600,1816,609
600,600,909,605
600,600,2261,608
600,600,2335,613
600,600,782,605
600,600,795,605
600,600,1682,610
600,600,1108,606
600,600,1710,608
600,600,1210,605
600,600,1512,605
600,600,1133,606
600,600,866,607
600,600,1405,608
600,600,1255,606
700,1,1773,1094
700,1,1088,407
700,1,1816,1149
700,1,1748,1076
700,1,935,247
700,1,1313,637
700,1,1490,812
700,1,1399,727
700,1,1524,845
700,1,1038,356
700,1,1514,832
700,1,1339,663
700,1,822,141
700,1,2065,1386
700,1,884,199
700,1,776,94
700,1,1474,795
700,1,1278,599
700,1,738,47
700,1,858,170
700,1,1563,888
700,1,2169,1494
700,1,2270,1591
700,1,1000,327
700,1,1746,1070
700,1,1556,874
700,1,2564,1889
700,1,1405,724
700,1,1041,350
700,1,997,313
700,1,2107,1434
700,1,740,55
700,1,2176,1506
700,1,1244,569
700,1,741,51
700,1,941,260
700,1,1619,943
700,1,1217,535
700,1,1285,603
700,1,1239,554
700,1,2294,1616
700,1,1675,997
700,1,1046,361
700,1,792,107
700,1,1964,1286
700,1,1192,513
700,1,2323,1659
700,1,869,191
700,1,1401,725
700,1,993,308
700,350,3865,2613
700,350,3212,1390
700,350,1232,486
700,350,3038,1402
700,350,1601,953
700,350,1337,722
700,350,1316,559
700,350,2338,1495
700,350,2140,905
700,350,3145,1799
700,350,1966,1510
700,350,2702,1133
700,350,2189,1657
700,350,1685,910
700,350,2070,1095
700,350,2567,1570
700,350,4818,1729
700,350,1519,636
700,350,1961,1128
700,350,1461,763
700,350,2246,1251
700,350,2848,1381
700,350,3447,1731
700,350,1688,1243
700,350,2308,763
700,350,1515,735
700,350,2086,1138
700,350,1653,1225
700,350,3000,1585
700,350,1463,756
700,350,1343,479
700,350,1209,429
700,350,2941,1871
700,350,1555,761
700,350,3388,1977
700,350,3006,1435
700,350,2285,1627
700,350,2921,2295
700,350,1541,679
700,350,1122,710
700,350,2301,976
700,350,1943,1168
700,350,2166,597
700,350,1469,959
700,350,1211,807
700,350,2317,1116
700,350,1375,923
700,350,2669,1666
700,350,3222,1811
700,350,2741,1932
700,700,1997,709
700,700,2061,708
700,700,1138,706
700,700,1198,707
700,700,1843,708
700,700,1200,707
700,700,940,708
700,700,2545,705
700,700,1375,710
700,700,1063,703
700,700,1003,706
700,700,1223,704
700,700,2504,708
700,700,1229,703
700,700,2287,713
700,700,739,703
700,700,766,703
700,700,2273,709
700,700,1059,705
700,700,1895,709
700,700,1519,711
700,700,1987,708
700,700,1163,708
700,700,894,705
700,700,1147,704
700,700,1440,704
700,700,1423,706
700,700,2197,712
700,700,1642,708
700,700,1554,707
700,700,1389,706
700,700,1725,704
700,700,1480,711
700,700,796,705
700,700,1918,711
700,700,957,706
700,700,809,704
700,700,1925,706
700,700,1664,705
700,700,917,707
700,700,949,706
700,700,1394,708
700,700,1517,707
700,700,1431,704
700,700,3862,712
700,700,1994,710
700,700,1551,706
700,700,1995,705
700,700,2544,709
700,700,738,705
800,1,1387,602
800,1,1718,940
800,1,1554,769
800,1,859,74
800,1,1115,330
800,1,2243,1470
800,1,2305,1529
800,1,3041,2265
800,1,952,173
800,1,2043,1261
800,1,1789,1017
800,1,1358,571
800,1,840,52
800,1,1069,281
800,1,1487,702
800,1,1451,666
800,1,1988,1215
800,1,1596,814
800,1,1102,329
800,1,995,213
800,1,1446,661
800,1,1757,975
800,1,1493,714
800,1,1585,809
800,1,1458,674
800,1,2276,1504
800,1,1601,832
800,1,905,120
800,1,1963,1182
800,1,2522,1746
800,1,1045,258
800,1,2821,2051
800,1,1345,567
800,1,838,48
800,1,1147,363
800,1,1290,514
800,1,1642,869
800,1,1350,581
800,1,1617,841
800,1,1149,380
800,1,2788,2021
800,1,1547,777
800,1,1146,358
800,1,1145,361
800,1,886,105
800,1,1123,335
800,1,1811,1039
800,1,1243,458
800,1,1994,1213
800,1,1344,569
800,400,1584,792
800,400,2827,839
800,400,2741,1399
800,400,1997,761
800,400,4015,1962
800,400,2856,2163
800,400,2239,1300
800,400,2806,899
800,400,2533,1315
800,400,3612,1971
800,400,1640,1084
800,400,2705,1332
800,400,2447,1517
800,400,2026,1229
800,400,2540,1240
800,400,3061,1576
800,400,4236,3057
800,400,1678,1067
800,400,1935,823
800,400,2059,1312
800,400,2365,1379
800,400,1923,746
800,400,2172,1166
800,400,2327,906
800,400,3222,1260
800,400,3008,1154
800,400,2939,1188
800,400,1814,1313
800,400,3923,2468
800,400,2882,1203
800,400,4005,2212
800,400,1330,475
800,400,2715,1599
800,400,2360,855
800,400,2372,894
800,400,3657,1152
800,400,2774,877
800,400,1524,655
800,400,2834,1702
800,400,3059,2226
800,400,3713,2104
800,400,4316,2495
800,400,2685,1633
800,400,3549,1985
800,400,4811,2973
800,400,4227,1479
800,400,2187,1075
800,400,2791,1290
800,400,3504,2182
800,400,2121,1480
800,800,876,806
800,800,1926,805
800,800,827,804
800,800,1916,809
800,800,1541,811
800,800,928,803
800,800,990,805
800,800,1346,807
800,800,1054,807
800,800,1734,807
800,800,2280,808
800,800,1497,806
800,800,2119,807
800,800,1699,805
800,800,2179,808
800,800,1856,807
800,800,1814,804
800,800,2021,806
800,800,3072,811
800,800,1331,805
800,800,1552,807
800,800,1464,807
800,800,2701,808
800,800,1114,808
800,800,2551,803
800,800,1076,806
800,800,2423,808
800,800,1998,808
800,800,2583,807
800,800,1551,804
800,800,1006,803
800,800,1140,806
800,800,2227,812
800,800,1399,807
800,800,1221,804
800,800,1858,806
800,800,1119,805
800,800,1465,805
800,800,944,803
800,800,1310,808
800,800,1551,806
800,800,3204,813
800,800,1933,807
800,800,1260,806
800,800,1002,804
800,800,1397,804
800,800,943,807
800,800,941,803
800,800,837,803
800,800,1796,805
900,1,904,11
900,1,1135,247
900,1,1876,995
900,1,1480,598
900,1,1722,837
900,1,3092,2216
900,1,1751,869
900,1,2817,1947
900,1,1077,195
900,1,2818,1942
900,1,2601,1722
900,1,1521,651
900,1,1542,666
900,1,1186,299
900,1,916,28
900,1,1363,481
900,1,2175,1287
900,1,2462,1590
900,1,2069,1199
900,1,1174,304
900,1,1626,748
900,1,2121,1234
900,1,2637,1770
900,1,1259,377
900,1,1402,518
900,1,2039,1152
900,1,1321,443
900,1,1759,877
900,1,1607,719
900,1,2505,1626
900,1,3176,2303
900,1,2482,1600
900,1,3109,2243
900,1,2098,1219
900,1,2437,1565
900,1,1458,582
900,1,1366,493
900,1,1741,850
900,1,1023,133
900,1,1571,695
900,1,2200,1319
900,1,1149,271
900,1,1610,722
900,1,1973,1094
900,1,1692,813
900,1,902,11
900,1,1047,165
900,1,1556,672
900,1,2272,1393
900,1,1805,936
900,450,2395,1764
900,450,3870,2575
900,450,1987,1036
900,450,3221,1694
900,450,4241,2670
900,450,2243,1132
900,450,1639,1018
900,450,2870,1516
900,450,2628,1031
900,450,5202,2132
900,450,1956,830
900,450,2733,1287
900,450,1590,907
900,450,3257,1775
900,450,1561,672
900,450,3091,1721
900,450,2763,1670
900,450,2002,1058
900,450,2448,1822
900,450,3034,1392
900,450,2165,1181
900,450,3741,2419
900,450,3775,2493
900,450,2917,1376
900,450,3492,1758
900,450,2809,549
900,450,3955,2141
900,450,3031,970
900,450,2364,1123
900,450,2444,1454
900,450,3675,1990
900,450,3181,2050
900,450,1866,1165
900,450,1930,763
900,450,2431,718
900,450,2703,1422
900,450,3820,1190
900,450,4106,1939
900,450,2588,1545
900,450,3673,1254
900,450,2249,726
900,450,3768,1322
900,450,2489,1607
900,450,2765,1901
900,450,4647,3571
900,450,2221,1029
900,450,2273,1066
900,450,2019,1209
900,450,1736,852
900,450,3734,2353
900,900,2316,905
900,900,1649,911
900,900,1285,907
900,900,1988,908
900,900,1237,905
900,900,1774,903
900,900,1931,903
900,900,2700,910
900,900,1553,909
900,900,1279,907
900,900,1929,910
900,900,2583,907
900,900,2630,909
900,900,1142,903
900,900,2686,911
900,900,1616,906
900,900,2453,909
900,900,1968,906
900,900,2001,907
900,900,2409,908
900,900,1141,905
900,900,3171,910
900,900,1557,908
900,900,2473,909
900,900,1202,906
900,900,2270,905
900,900,1389,904
900,900,2494,905
900,900,1164,905
900,900,1694,905
900,900,2531,908
900,900,1863,909
900,900,3297,909
900,900,1017,903
900,900,1637,906
900,900,3158,908
900,900,1197,906
900,900,1258,906
900,900,1036,906
900,900,2485,907
900,900,1295,906
900,900,2415,910
900,900,1229,905
900,900,1133,903
900,900,1771,905
900,900,2040,905
900,900,1919,912
900,900,2158,910
900,900,1140,904
900,900,1721,906
1000,1,3171,2195
1000,1,1925,943
1000,1,1647,668
1000,1,1979,1003
1000,1,2915,1937
1000,1,2599,1630
1000,1,1769,784
1000,1,2432,1460
1000,1,2045,1066
1000,1,1902,921
1000,1,1815,839
1000,1,1712,730
1000,1,1499,521
1000,1,2158,1183
1000,1,1301,320
1000,1,1263,278
1000,1,2457,1493
1000,1,1899,932
1000,1,2210,1231
1000,1,1618,640
1000,1,3150,2178
1000,1,2144,1168
1000,1,1039,51
1000,1,2020,1045
1000,1,3470,2504
1000,1,2155,1182
1000,1,1497,522
1000,1,2990,2017
1000,1,2239,1263
1000,1,1255,277
1000,1,3220,2242
1000,1,1143,159
1000,1,1737,758
1000,1,1366,388
1000,1,1955,976
1000,1,2647,1675
1000,1,1500,527
1000,1,2448,1467
1000,1,1758,773
1000,1,1669,690
1000,1,2046,1073
1000,1,1206,227
1000,1,1890,906
1000,1,1536,561
1000,1,2292,1313
1000,1,2196,1214
1000,1,1049,65
1000,1,2115,1136
1000,1,1573,603
1000,1,2443,1462
1000,500,2012,1101
1000,500,4001,1094
1000,500,2720,2078
1000,500,4300,1033
1000,500,3434,1457
1000,500,2822,1781
1000,500,3311,1158
1000,500,3639,2186
1000,500,2871,1859
1000,500,6263,2989
1000,500,2602,1302
1000,500,3508,1293
1000,500,3370,2193
1000,500,2722,2001
1000,500,2966,1152
1000,500,2352,624
1000,500,2149,1064
1000,500,4349,1918
1000,500,3071,2019
1000,500,2505,1133
1000,500,4111,1481
1000,500,3593,2054
1000,500,3666,884
1000,500,4827,2045
1000,500,4205,2336
1000,500,3816,2107
1000,500,3746,2364
1000,500,3481,2024
1000,500,4184,2972
1000,500,3589,1282
1000,500,3979,1141
1000,500,3566,2184
1000,500,3729,2843
1000,500,3079,1804
1000,500,5550,2838
1000,500,2912,1695
1000,500,1777,1102
1000,500,4718,1941
1000,500,7212,4366
1000,500,3228,1118
1000,500,3064,1550
1000,500,5232,1632
1000,500,2363,580
1000,500,3850,1651
1000,500,3028,1981
1000,500,4007,2480
1000,500,5448,3135
1000,500,2867,777
1000,500,2913,1494
1000,500,4141,2835
1000,1000,1233,1005
1000,1000,2306,1005
1000,1000,2213,1012
1000,1000,2993,1007
1000,1000,1439,1005
1000,1000,1408,1005
1000,1000,1325,1005
1000,1000,1352,1006
1000,1000,1821,1005
1000,1000,2306,1007
1000,1000,1579,1007
1000,1000,1948,1004
1000,1000,2605,1009
1000,1000,1819,1006
1000,1000,2412,1007
1000,1000,2838,1010
1000,1000,1008,1001
1000,1000,2475,1007
1000,1000,2532,1008
1000,1000,1534,1003
1000,1000,2089,1008
1000,1000,1627,1005
1000,1000,1574,1006
1000,1000,2101,1007
1000,1000,2563,1008
1000,1000,2565,1006
1000,1000,1358,1005
1000,1000,1471,1003
1000,1000,2430,1007
1000,1000,1274,1006
1000,1000,1920,1007
1000,1000,1655,1012
1000,1000,1680,1005
1000,1000,1327,1007
1000,1000,2383,1009
1000,1000,1839,1010
1000,1000,2186,1007
1000,1000,2961,1010
1000,1000,2206,1010
1000,1000,1078,1006
1000,1000,1087,1004
1000,1000,1474,1004
1000,1000,1206,1004
1000,1000,1489,1009
1000,1000,1586,1006
1000,1000,2220,1007
1000,1000,1290,1009
1000,1000,1672,1009
1000,1000,2031,1006
1000,1000,2698,1005
1100,1,2228,1146
1100,1,1854,770
1100,1,1412,330
1100,1,2042,957
1100,1,1734,649
1100,1,1794,706
1100,1,1883,807
1100,1,1141,50
1100,1,2798,1719
1100,1,1620,539
1100,1,2058,977
1100,1,1844,759
1100,1,1457,379
1100,1,2641,1569
1100,1,1229,141
1100,1,1377,293
1100,1,1380,292
1100,1,1459,378
1100,1,1823,750
1100,1,2275,1193
1100,1,2931,1849
1100,1,2570,1498
1100,1,1786,708
1100,1,1424,346
1100,1,3236,2166
1100,1,2767,1697
1100,1,2095,1019
1100,1,2494,1412
1100,1,3633,2552
1100,1,1345,258
1100,1,2875,1799
1100,1,3102,2038
1100,1,2023,945
1100,1,1141,57
1100,1,1602,526
1100,1,2777,1695
1100,1,3997,2924
1100,1,2456,1389
1100,1,1099,2
1100,1,1662,589
1100,1,3097,2024
1100,1,2662,1584
1100,1,2894,1824
1100,1,3233,2166
1100,1,4044,2981
1100,1,3120,2047
1100,1,1611,530
1100,1,2669,1587
1100,1,2927,1846
1100,1,1653,571
1100,550,3715,2224
1100,550,5089,2161
1100,550,3657,2184
1100,550,3613,1044
1100,550,2411,715
1100,550,3549,1993
1100,550,4012,2198
