run,comparisons,swaps
1,639754,1398928
2,639958,1398928
3,639575,1398928
4,639799,1398928
5,639632,1398928
6,639753,1398928
7,639915,1398928
8,639513,1398928
9,639770,1398928
10,639850,1398928
