run,comparisons,swaps
1,608449,1330928
2,608435,1330928
3,608526,1330928
4,608759,1330928
5,608311,1330928
6,608562,1330928
7,608385,1330928
8,608299,1330928
9,608527,1330928
10,608572,1330928
