run,comparisons,swaps
1,598876,1263338
2,598050,1261244
3,599503,1264992
4,598114,1261698
5,599786,1265040
6,598257,1261456
7,598770,1262394
8,597893,1261204
9,598412,1262006
10,598549,1263174
