run,comparisons,swaps
1,655551,1432928
2,655351,1432928
3,655467,1432928
4,655443,1432928
5,655458,1432928
6,655282,1432928
7,655396,1432928
8,655314,1432928
9,655434,1432928
10,655468,1432928
