run,comparisons,swaps
1,561845,1228928
2,561869,1228928
3,561869,1228928
4,561631,1228928
5,561707,1228928
6,561954,1228928
7,561585,1228928
8,561876,1228928
9,561730,1228928
10,561850,1228928
