run,comparisons,swaps
1,681466,1437484
2,681677,1437448
3,681364,1437420
4,681483,1437536
5,681333,1437364
6,681517,1437670
7,681325,1437050
8,681305,1437524
9,696984,1468748
10,681627,1437230
