run,comparisons,swaps
1,708191,1492084
2,708982,1493374
3,708546,1493506
4,708442,1493550
5,707770,1492138
6,708370,1492706
7,708726,1493296
8,708363,1492626
9,708981,1493430
10,708020,1492536
