run,comparisons,swaps
1,624586,1317246
2,624525,1317340
3,627813,1324350
4,624868,1317894
5,625052,1318024
6,627994,1324336
7,624552,1317484
8,627923,1324808
9,628027,1324494
10,624371,1317160
